GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,NAEE001,NAME_M,NAEM001
"G49420","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49420",,,,,,,"86000US49420",,"ZCTA5 49420",701,"ZCTA5 49420",48
"G49421","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49421",,,,,,,"86000US49421",,"ZCTA5 49421",690,"ZCTA5 49421",30
"G49423","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49423",,,,,,,"86000US49423",,"ZCTA5 49423",884,"ZCTA5 49423",30
"G49424","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49424",,,,,,,"86000US49424",,"ZCTA5 49424",937,"ZCTA5 49424",34
"G49425","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49425",,,,,,,"86000US49425",,"ZCTA5 49425",797,"ZCTA5 49425",136
"G49426","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49426",,,,,,,"86000US49426",,"ZCTA5 49426",1151,"ZCTA5 49426",45
"G49428","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49428",,,,,,,"86000US49428",,"ZCTA5 49428",980,"ZCTA5 49428",45
"G49431","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49431",,,,,,,"86000US49431",,"ZCTA5 49431",728,"ZCTA5 49431",37
"G49434","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49434",,,,,,,"86000US49434",,"ZCTA5 49434",.,"ZCTA5 49434",.
"G49435","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49435",,,,,,,"86000US49435",,"ZCTA5 49435",1051,"ZCTA5 49435",141
"G49436","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49436",,,,,,,"86000US49436",,"ZCTA5 49436",657,"ZCTA5 49436",74
"G49437","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49437",,,,,,,"86000US49437",,"ZCTA5 49437",778,"ZCTA5 49437",36
"G49440","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49440",,,,,,,"86000US49440",,"ZCTA5 49440",483,"ZCTA5 49440",31
"G49441","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49441",,,,,,,"86000US49441",,"ZCTA5 49441",760,"ZCTA5 49441",22
"G49442","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49442",,,,,,,"86000US49442",,"ZCTA5 49442",659,"ZCTA5 49442",28
"G49444","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49444",,,,,,,"86000US49444",,"ZCTA5 49444",678,"ZCTA5 49444",48
"G49445","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49445",,,,,,,"86000US49445",,"ZCTA5 49445",882,"ZCTA5 49445",53
"G49446","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49446",,,,,,,"86000US49446",,"ZCTA5 49446",725,"ZCTA5 49446",87
"G49448","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49448",,,,,,,"86000US49448",,"ZCTA5 49448",805,"ZCTA5 49448",179
"G49449","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49449",,,,,,,"86000US49449",,"ZCTA5 49449",719,"ZCTA5 49449",74
"G49450","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49450",,,,,,,"86000US49450",,"ZCTA5 49450",774,"ZCTA5 49450",121
"G49451","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49451",,,,,,,"86000US49451",,"ZCTA5 49451",964,"ZCTA5 49451",47
"G49452","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49452",,,,,,,"86000US49452",,"ZCTA5 49452",683,"ZCTA5 49452",62
"G49453","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49453",,,,,,,"86000US49453",,"ZCTA5 49453",1014,"ZCTA5 49453",352
"G49454","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49454",,,,,,,"86000US49454",,"ZCTA5 49454",768,"ZCTA5 49454",47
"G49455","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49455",,,,,,,"86000US49455",,"ZCTA5 49455",682,"ZCTA5 49455",71
"G49456","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49456",,,,,,,"86000US49456",,"ZCTA5 49456",933,"ZCTA5 49456",50
"G49457","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49457",,,,,,,"86000US49457",,"ZCTA5 49457",928,"ZCTA5 49457",79
"G49458","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49458",,,,,,,"86000US49458",,"ZCTA5 49458",1104,"ZCTA5 49458",563
"G49459","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49459",,,,,,,"86000US49459",,"ZCTA5 49459",654,"ZCTA5 49459",46
"G49460","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49460",,,,,,,"86000US49460",,"ZCTA5 49460",1043,"ZCTA5 49460",107
"G49461","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49461",,,,,,,"86000US49461",,"ZCTA5 49461",871,"ZCTA5 49461",65
"G49464","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49464",,,,,,,"86000US49464",,"ZCTA5 49464",1011,"ZCTA5 49464",55
"G49503","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49503",,,,,,,"86000US49503",,"ZCTA5 49503",779,"ZCTA5 49503",39
"G49504","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49504",,,,,,,"86000US49504",,"ZCTA5 49504",863,"ZCTA5 49504",28
"G49505","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49505",,,,,,,"86000US49505",,"ZCTA5 49505",861,"ZCTA5 49505",32
"G49506","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49506",,,,,,,"86000US49506",,"ZCTA5 49506",1135,"ZCTA5 49506",33
"G49507","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49507",,,,,,,"86000US49507",,"ZCTA5 49507",906,"ZCTA5 49507",31
"G49508","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49508",,,,,,,"86000US49508",,"ZCTA5 49508",929,"ZCTA5 49508",36
"G49509","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49509",,,,,,,"86000US49509",,"ZCTA5 49509",834,"ZCTA5 49509",53
"G49512","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49512",,,,,,,"86000US49512",,"ZCTA5 49512",885,"ZCTA5 49512",48
"G49519","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49519",,,,,,,"86000US49519",,"ZCTA5 49519",818,"ZCTA5 49519",43
"G49525","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49525",,,,,,,"86000US49525",,"ZCTA5 49525",949,"ZCTA5 49525",52
"G49534","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49534",,,,,,,"86000US49534",,"ZCTA5 49534",906,"ZCTA5 49534",43
"G49544","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49544",,,,,,,"86000US49544",,"ZCTA5 49544",701,"ZCTA5 49544",42
"G49546","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49546",,,,,,,"86000US49546",,"ZCTA5 49546",1079,"ZCTA5 49546",54
"G49548","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49548",,,,,,,"86000US49548",,"ZCTA5 49548",772,"ZCTA5 49548",27
"G49601","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49601",,,,,,,"86000US49601",,"ZCTA5 49601",774,"ZCTA5 49601",22
"G49611","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49611",,,,,,,"86000US49611",,"ZCTA5 49611",846,"ZCTA5 49611",142
"G49612","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49612",,,,,,,"86000US49612",,"ZCTA5 49612",957,"ZCTA5 49612",187
"G49613","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49613",,,,,,,"86000US49613",,"ZCTA5 49613",740,"ZCTA5 49613",140
"G49614","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49614",,,,,,,"86000US49614",,"ZCTA5 49614",686,"ZCTA5 49614",49
"G49615","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49615",,,,,,,"86000US49615",,"ZCTA5 49615",828,"ZCTA5 49615",107
"G49616","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49616",,,,,,,"86000US49616",,"ZCTA5 49616",770,"ZCTA5 49616",95
"G49617","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49617",,,,,,,"86000US49617",,"ZCTA5 49617",886,"ZCTA5 49617",82
"G49618","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49618",,,,,,,"86000US49618",,"ZCTA5 49618",868,"ZCTA5 49618",168
"G49619","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49619",,,,,,,"86000US49619",,"ZCTA5 49619",578,"ZCTA5 49619",44
"G49620","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49620",,,,,,,"86000US49620",,"ZCTA5 49620",970,"ZCTA5 49620",45
"G49621","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49621",,,,,,,"86000US49621",,"ZCTA5 49621",928,"ZCTA5 49621",117
"G49622","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49622",,,,,,,"86000US49622",,"ZCTA5 49622",759,"ZCTA5 49622",92
"G49623","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49623",,,,,,,"86000US49623",,"ZCTA5 49623",533,"ZCTA5 49623",104
"G49625","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49625",,,,,,,"86000US49625",,"ZCTA5 49625",766,"ZCTA5 49625",60
"G49626","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49626",,,,,,,"86000US49626",,"ZCTA5 49626",488,"ZCTA5 49626",178
"G49627","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49627",,,,,,,"86000US49627",,"ZCTA5 49627",1188,"ZCTA5 49627",2011
"G49628","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49628",,,,,,,"86000US49628",,"ZCTA5 49628",614,"ZCTA5 49628",52
"G49629","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49629",,,,,,,"86000US49629",,"ZCTA5 49629",818,"ZCTA5 49629",75
"G49630","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49630",,,,,,,"86000US49630",,"ZCTA5 49630",929,"ZCTA5 49630",167
"G49631","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49631",,,,,,,"86000US49631",,"ZCTA5 49631",590,"ZCTA5 49631",44
"G49632","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49632",,,,,,,"86000US49632",,"ZCTA5 49632",606,"ZCTA5 49632",96
"G49633","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49633",,,,,,,"86000US49633",,"ZCTA5 49633",730,"ZCTA5 49633",45
"G49634","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49634",,,,,,,"86000US49634",,"ZCTA5 49634",852,"ZCTA5 49634",50
"G49635","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49635",,,,,,,"86000US49635",,"ZCTA5 49635",734,"ZCTA5 49635",36
"G49636","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49636",,,,,,,"86000US49636",,"ZCTA5 49636",918,"ZCTA5 49636",243
"G49637","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49637",,,,,,,"86000US49637",,"ZCTA5 49637",935,"ZCTA5 49637",182
"G49638","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49638",,,,,,,"86000US49638",,"ZCTA5 49638",696,"ZCTA5 49638",135
"G49639","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49639",,,,,,,"86000US49639",,"ZCTA5 49639",692,"ZCTA5 49639",89
"G49640","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49640",,,,,,,"86000US49640",,"ZCTA5 49640",746,"ZCTA5 49640",90
"G49642","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49642",,,,,,,"86000US49642",,"ZCTA5 49642",469,"ZCTA5 49642",178
"G49643","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49643",,,,,,,"86000US49643",,"ZCTA5 49643",982,"ZCTA5 49643",71
"G49644","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49644",,,,,,,"86000US49644",,"ZCTA5 49644",563,"ZCTA5 49644",70
"G49645","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49645",,,,,,,"86000US49645",,"ZCTA5 49645",639,"ZCTA5 49645",44
"G49646","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49646",,,,,,,"86000US49646",,"ZCTA5 49646",767,"ZCTA5 49646",54
"G49648","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49648",,,,,,,"86000US49648",,"ZCTA5 49648",1313,"ZCTA5 49648",188
"G49649","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49649",,,,,,,"86000US49649",,"ZCTA5 49649",1145,"ZCTA5 49649",60
"G49650","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49650",,,,,,,"86000US49650",,"ZCTA5 49650",1074,"ZCTA5 49650",137
"G49651","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49651",,,,,,,"86000US49651",,"ZCTA5 49651",694,"ZCTA5 49651",32
"G49653","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49653",,,,,,,"86000US49653",,"ZCTA5 49653",869,"ZCTA5 49653",153
"G49654","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49654",,,,,,,"86000US49654",,"ZCTA5 49654",1330,"ZCTA5 49654",627
"G49655","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49655",,,,,,,"86000US49655",,"ZCTA5 49655",665,"ZCTA5 49655",49
"G49656","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49656",,,,,,,"86000US49656",,"ZCTA5 49656",557,"ZCTA5 49656",66
"G49657","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49657",,,,,,,"86000US49657",,"ZCTA5 49657",735,"ZCTA5 49657",38
"G49659","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49659",,,,,,,"86000US49659",,"ZCTA5 49659",749,"ZCTA5 49659",71
"G49660","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49660",,,,,,,"86000US49660",,"ZCTA5 49660",685,"ZCTA5 49660",35
"G49663","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49663",,,,,,,"86000US49663",,"ZCTA5 49663",843,"ZCTA5 49663",41
"G49664","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49664",,,,,,,"86000US49664",,"ZCTA5 49664",857,"ZCTA5 49664",146
"G49665","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49665",,,,,,,"86000US49665",,"ZCTA5 49665",631,"ZCTA5 49665",41
"G49666","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49666",,,,,,,"86000US49666",,"ZCTA5 49666",.,"ZCTA5 49666",.
"G49667","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49667",,,,,,,"86000US49667",,"ZCTA5 49667",615,"ZCTA5 49667",118
"G49668","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49668",,,,,,,"86000US49668",,"ZCTA5 49668",801,"ZCTA5 49668",55
"G49670","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49670",,,,,,,"86000US49670",,"ZCTA5 49670",945,"ZCTA5 49670",84
"G49674","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49674",,,,,,,"86000US49674",,"ZCTA5 49674",500,"ZCTA5 49674",230
"G49675","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49675",,,,,,,"86000US49675",,"ZCTA5 49675",727,"ZCTA5 49675",65
"G49676","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49676",,,,,,,"86000US49676",,"ZCTA5 49676",931,"ZCTA5 49676",56
"G49677","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49677",,,,,,,"86000US49677",,"ZCTA5 49677",583,"ZCTA5 49677",39
"G49679","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49679",,,,,,,"86000US49679",,"ZCTA5 49679",593,"ZCTA5 49679",159
"G49680","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49680",,,,,,,"86000US49680",,"ZCTA5 49680",786,"ZCTA5 49680",72
"G49682","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49682",,,,,,,"86000US49682",,"ZCTA5 49682",893,"ZCTA5 49682",63
"G49683","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49683",,,,,,,"86000US49683",,"ZCTA5 49683",677,"ZCTA5 49683",75
"G49684","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49684",,,,,,,"86000US49684",,"ZCTA5 49684",947,"ZCTA5 49684",40
"G49686","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49686",,,,,,,"86000US49686",,"ZCTA5 49686",984,"ZCTA5 49686",39
"G49688","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49688",,,,,,,"86000US49688",,"ZCTA5 49688",757,"ZCTA5 49688",63
"G49689","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49689",,,,,,,"86000US49689",,"ZCTA5 49689",636,"ZCTA5 49689",154
"G49690","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49690",,,,,,,"86000US49690",,"ZCTA5 49690",1138,"ZCTA5 49690",107
"G49701","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49701",,,,,,,"86000US49701",,"ZCTA5 49701",609,"ZCTA5 49701",56
"G49705","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49705",,,,,,,"86000US49705",,"ZCTA5 49705",645,"ZCTA5 49705",86
"G49706","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49706",,,,,,,"86000US49706",,"ZCTA5 49706",836,"ZCTA5 49706",82
"G49707","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49707",,,,,,,"86000US49707",,"ZCTA5 49707",620,"ZCTA5 49707",28
"G49709","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49709",,,,,,,"86000US49709",,"ZCTA5 49709",593,"ZCTA5 49709",71
"G49710","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49710",,,,,,,"86000US49710",,"ZCTA5 49710",491,"ZCTA5 49710",233
"G49712","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49712",,,,,,,"86000US49712",,"ZCTA5 49712",904,"ZCTA5 49712",72
"G49713","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49713",,,,,,,"86000US49713",,"ZCTA5 49713",959,"ZCTA5 49713",139
"G49715","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49715",,,,,,,"86000US49715",,"ZCTA5 49715",662,"ZCTA5 49715",45
"G49716","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49716",,,,,,,"86000US49716",,"ZCTA5 49716",1072,"ZCTA5 49716",89
"G49717","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49717",,,,,,,"86000US49717",,"ZCTA5 49717",972,"ZCTA5 49717",512
"G49718","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49718",,,,,,,"86000US49718",,"ZCTA5 49718",584,"ZCTA5 49718",65
"G49719","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49719",,,,,,,"86000US49719",,"ZCTA5 49719",785,"ZCTA5 49719",203
"G49720","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49720",,,,,,,"86000US49720",,"ZCTA5 49720",912,"ZCTA5 49720",44
"G49721","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49721",,,,,,,"86000US49721",,"ZCTA5 49721",679,"ZCTA5 49721",30
"G49722","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49722",,,,,,,"86000US49722",,"ZCTA5 49722",436,"ZCTA5 49722",14
"G49724","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49724",,,,,,,"86000US49724",,"ZCTA5 49724",736,"ZCTA5 49724",110
"G49725","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49725",,,,,,,"86000US49725",,"ZCTA5 49725",568,"ZCTA5 49725",112
"G49726","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49726",,,,,,,"86000US49726",,"ZCTA5 49726",782,"ZCTA5 49726",60
"G49727","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49727",,,,,,,"86000US49727",,"ZCTA5 49727",763,"ZCTA5 49727",37
"G49728","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49728",,,,,,,"86000US49728",,"ZCTA5 49728",623,"ZCTA5 49728",190
"G49729","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49729",,,,,,,"86000US49729",,"ZCTA5 49729",811,"ZCTA5 49729",119
"G49730","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49730",,,,,,,"86000US49730",,"ZCTA5 49730",895,"ZCTA5 49730",75
"G49733","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49733",,,,,,,"86000US49733",,"ZCTA5 49733",775,"ZCTA5 49733",132
"G49735","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49735",,,,,,,"86000US49735",,"ZCTA5 49735",800,"ZCTA5 49735",27
"G49736","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49736",,,,,,,"86000US49736",,"ZCTA5 49736",534,"ZCTA5 49736",70
"G49738","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49738",,,,,,,"86000US49738",,"ZCTA5 49738",723,"ZCTA5 49738",45
"G49740","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49740",,,,,,,"86000US49740",,"ZCTA5 49740",1076,"ZCTA5 49740",76
"G49743","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49743",,,,,,,"86000US49743",,"ZCTA5 49743",610,"ZCTA5 49743",116
"G49744","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49744",,,,,,,"86000US49744",,"ZCTA5 49744",532,"ZCTA5 49744",127
"G49745","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49745",,,,,,,"86000US49745",,"ZCTA5 49745",550,"ZCTA5 49745",109
"G49746","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49746",,,,,,,"86000US49746",,"ZCTA5 49746",547,"ZCTA5 49746",40
"G49747","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49747",,,,,,,"86000US49747",,"ZCTA5 49747",707,"ZCTA5 49747",58
"G49748","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49748",,,,,,,"86000US49748",,"ZCTA5 49748",725,"ZCTA5 49748",103
"G49749","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49749",,,,,,,"86000US49749",,"ZCTA5 49749",706,"ZCTA5 49749",54
"G49751","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49751",,,,,,,"86000US49751",,"ZCTA5 49751",788,"ZCTA5 49751",95
"G49752","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49752",,,,,,,"86000US49752",,"ZCTA5 49752",481,"ZCTA5 49752",417
"G49753","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49753",,,,,,,"86000US49753",,"ZCTA5 49753",620,"ZCTA5 49753",53
"G49755","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49755",,,,,,,"86000US49755",,"ZCTA5 49755",828,"ZCTA5 49755",97
"G49756","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49756",,,,,,,"86000US49756",,"ZCTA5 49756",625,"ZCTA5 49756",40
"G49757","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49757",,,,,,,"86000US49757",,"ZCTA5 49757",750,"ZCTA5 49757",182
"G49759","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49759",,,,,,,"86000US49759",,"ZCTA5 49759",574,"ZCTA5 49759",62
"G49760","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49760",,,,,,,"86000US49760",,"ZCTA5 49760",777,"ZCTA5 49760",118
"G49762","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49762",,,,,,,"86000US49762",,"ZCTA5 49762",700,"ZCTA5 49762",156
"G49764","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49764",,,,,,,"86000US49764",,"ZCTA5 49764",780,"ZCTA5 49764",95
"G49765","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49765",,,,,,,"86000US49765",,"ZCTA5 49765",588,"ZCTA5 49765",28
"G49766","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49766",,,,,,,"86000US49766",,"ZCTA5 49766",604,"ZCTA5 49766",76
"G49768","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49768",,,,,,,"86000US49768",,"ZCTA5 49768",506,"ZCTA5 49768",139
"G49769","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49769",,,,,,,"86000US49769",,"ZCTA5 49769",837,"ZCTA5 49769",51
"G49770","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49770",,,,,,,"86000US49770",,"ZCTA5 49770",890,"ZCTA5 49770",49
"G49774","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49774",,,,,,,"86000US49774",,"ZCTA5 49774",687,"ZCTA5 49774",68
"G49775","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49775",,,,,,,"86000US49775",,"ZCTA5 49775",475,"ZCTA5 49775",346
"G49776","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49776",,,,,,,"86000US49776",,"ZCTA5 49776",498,"ZCTA5 49776",73
"G49777","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49777",,,,,,,"86000US49777",,"ZCTA5 49777",758,"ZCTA5 49777",96
"G49779","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49779",,,,,,,"86000US49779",,"ZCTA5 49779",548,"ZCTA5 49779",85
"G49780","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"49780",,,,,,,"86000US49780",,"ZCTA5 49780",689,"ZCTA5 49780",95
