GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,AIM5E001,NAME_M,AIM5M001
"G94964","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"94964",,,,,,,"86000US94964",,"ZCTA5 94964",.,"ZCTA5 94964",.
"G94965","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"94965",,,,,,,"86000US94965",,"ZCTA5 94965",2115,"ZCTA5 94965",147
"G94970","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"94970",,,,,,,"86000US94970",,"ZCTA5 94970",2172,"ZCTA5 94970",1733
"G94971","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"94971",,,,,,,"86000US94971",,"ZCTA5 94971",1319,"ZCTA5 94971",191
"G94972","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"94972",,,,,,,"86000US94972",,"ZCTA5 94972",.,"ZCTA5 94972",.
"G94973","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"94973",,,,,,,"86000US94973",,"ZCTA5 94973",1582,"ZCTA5 94973",601
"G95002","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95002",,,,,,,"86000US95002",,"ZCTA5 95002",1511,"ZCTA5 95002",244
"G95003","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95003",,,,,,,"86000US95003",,"ZCTA5 95003",2096,"ZCTA5 95003",104
"G95004","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95004",,,,,,,"86000US95004",,"ZCTA5 95004",1673,"ZCTA5 95004",136
"G95005","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95005",,,,,,,"86000US95005",,"ZCTA5 95005",2014,"ZCTA5 95005",189
"G95006","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95006",,,,,,,"86000US95006",,"ZCTA5 95006",1956,"ZCTA5 95006",161
"G95007","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95007",,,,,,,"86000US95007",,"ZCTA5 95007",816,"ZCTA5 95007",70
"G95008","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95008",,,,,,,"86000US95008",,"ZCTA5 95008",2099,"ZCTA5 95008",61
"G95010","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95010",,,,,,,"86000US95010",,"ZCTA5 95010",1656,"ZCTA5 95010",76
"G95012","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95012",,,,,,,"86000US95012",,"ZCTA5 95012",1116,"ZCTA5 95012",128
"G95013","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95013",,,,,,,"86000US95013",,"ZCTA5 95013",1028,"ZCTA5 95013",695
"G95014","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95014",,,,,,,"86000US95014",,"ZCTA5 95014",2835,"ZCTA5 95014",69
"G95017","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95017",,,,,,,"86000US95017",,"ZCTA5 95017",1104,"ZCTA5 95017",213
"G95018","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95018",,,,,,,"86000US95018",,"ZCTA5 95018",2046,"ZCTA5 95018",181
"G95019","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95019",,,,,,,"86000US95019",,"ZCTA5 95019",1286,"ZCTA5 95019",134
"G95020","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95020",,,,,,,"86000US95020",,"ZCTA5 95020",1949,"ZCTA5 95020",58
"G95023","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95023",,,,,,,"86000US95023",,"ZCTA5 95023",1716,"ZCTA5 95023",53
"G95030","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95030",,,,,,,"86000US95030",,"ZCTA5 95030",3039,"ZCTA5 95030",276
"G95032","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95032",,,,,,,"86000US95032",,"ZCTA5 95032",2647,"ZCTA5 95032",166
"G95033","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95033",,,,,,,"86000US95033",,"ZCTA5 95033",2668,"ZCTA5 95033",194
"G95035","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95035",,,,,,,"86000US95035",,"ZCTA5 95035",2219,"ZCTA5 95035",44
"G95037","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95037",,,,,,,"86000US95037",,"ZCTA5 95037",2278,"ZCTA5 95037",71
"G95039","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95039",,,,,,,"86000US95039",,"ZCTA5 95039",893,"ZCTA5 95039",173
"G95041","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95041",,,,,,,"86000US95041",,"ZCTA5 95041",965,"ZCTA5 95041",658
"G95043","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95043",,,,,,,"86000US95043",,"ZCTA5 95043",1324,"ZCTA5 95043",316
"G95045","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95045",,,,,,,"86000US95045",,"ZCTA5 95045",1527,"ZCTA5 95045",280
"G95046","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95046",,,,,,,"86000US95046",,"ZCTA5 95046",2275,"ZCTA5 95046",272
"G95050","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95050",,,,,,,"86000US95050",,"ZCTA5 95050",1857,"ZCTA5 95050",77
"G95051","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95051",,,,,,,"86000US95051",,"ZCTA5 95051",2158,"ZCTA5 95051",40
"G95053","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95053",,,,,,,"86000US95053",,"ZCTA5 95053",3179,"ZCTA5 95053",242
"G95054","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95054",,,,,,,"86000US95054",,"ZCTA5 95054",2617,"ZCTA5 95054",71
"G95060","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95060",,,,,,,"86000US95060",,"ZCTA5 95060",1700,"ZCTA5 95060",75
"G95062","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95062",,,,,,,"86000US95062",,"ZCTA5 95062",1639,"ZCTA5 95062",76
"G95064","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95064",,,,,,,"86000US95064",,"ZCTA5 95064",1611,"ZCTA5 95064",31
"G95065","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95065",,,,,,,"86000US95065",,"ZCTA5 95065",2241,"ZCTA5 95065",101
"G95066","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95066",,,,,,,"86000US95066",,"ZCTA5 95066",2231,"ZCTA5 95066",201
"G95070","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95070",,,,,,,"86000US95070",,"ZCTA5 95070",3124,"ZCTA5 95070",235
"G95073","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95073",,,,,,,"86000US95073",,"ZCTA5 95073",1843,"ZCTA5 95073",146
"G95075","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95075",,,,,,,"86000US95075",,"ZCTA5 95075",1656,"ZCTA5 95075",607
"G95076","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95076",,,,,,,"86000US95076",,"ZCTA5 95076",1462,"ZCTA5 95076",42
"G95110","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95110",,,,,,,"86000US95110",,"ZCTA5 95110",1890,"ZCTA5 95110",82
"G95111","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95111",,,,,,,"86000US95111",,"ZCTA5 95111",1675,"ZCTA5 95111",56
"G95112","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95112",,,,,,,"86000US95112",,"ZCTA5 95112",1545,"ZCTA5 95112",46
"G95113","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95113",,,,,,,"86000US95113",,"ZCTA5 95113",2623,"ZCTA5 95113",128
"G95116","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95116",,,,,,,"86000US95116",,"ZCTA5 95116",1478,"ZCTA5 95116",38
"G95117","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95117",,,,,,,"86000US95117",,"ZCTA5 95117",1774,"ZCTA5 95117",68
"G95118","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95118",,,,,,,"86000US95118",,"ZCTA5 95118",2169,"ZCTA5 95118",80
"G95119","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95119",,,,,,,"86000US95119",,"ZCTA5 95119",2369,"ZCTA5 95119",172
"G95120","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95120",,,,,,,"86000US95120",,"ZCTA5 95120",3150,"ZCTA5 95120",130
"G95121","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95121",,,,,,,"86000US95121",,"ZCTA5 95121",2134,"ZCTA5 95121",60
"G95122","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95122",,,,,,,"86000US95122",,"ZCTA5 95122",1712,"ZCTA5 95122",58
"G95123","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95123",,,,,,,"86000US95123",,"ZCTA5 95123",2193,"ZCTA5 95123",49
"G95124","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95124",,,,,,,"86000US95124",,"ZCTA5 95124",2396,"ZCTA5 95124",96
"G95125","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95125",,,,,,,"86000US95125",,"ZCTA5 95125",2125,"ZCTA5 95125",83
"G95126","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95126",,,,,,,"86000US95126",,"ZCTA5 95126",1918,"ZCTA5 95126",83
"G95127","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95127",,,,,,,"86000US95127",,"ZCTA5 95127",1889,"ZCTA5 95127",67
"G95128","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95128",,,,,,,"86000US95128",,"ZCTA5 95128",1746,"ZCTA5 95128",69
"G95129","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95129",,,,,,,"86000US95129",,"ZCTA5 95129",2230,"ZCTA5 95129",81
"G95130","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95130",,,,,,,"86000US95130",,"ZCTA5 95130",2042,"ZCTA5 95130",152
"G95131","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95131",,,,,,,"86000US95131",,"ZCTA5 95131",2210,"ZCTA5 95131",99
"G95132","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95132",,,,,,,"86000US95132",,"ZCTA5 95132",2169,"ZCTA5 95132",71
"G95133","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95133",,,,,,,"86000US95133",,"ZCTA5 95133",1844,"ZCTA5 95133",84
"G95134","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95134",,,,,,,"86000US95134",,"ZCTA5 95134",2582,"ZCTA5 95134",49
"G95135","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95135",,,,,,,"86000US95135",,"ZCTA5 95135",2641,"ZCTA5 95135",135
"G95136","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95136",,,,,,,"86000US95136",,"ZCTA5 95136",2179,"ZCTA5 95136",60
"G95138","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95138",,,,,,,"86000US95138",,"ZCTA5 95138",3004,"ZCTA5 95138",154
"G95139","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95139",,,,,,,"86000US95139",,"ZCTA5 95139",2561,"ZCTA5 95139",142
"G95140","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95140",,,,,,,"86000US95140",,"ZCTA5 95140",.,"ZCTA5 95140",.
"G95148","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95148",,,,,,,"86000US95148",,"ZCTA5 95148",2524,"ZCTA5 95148",65
"G95202","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95202",,,,,,,"86000US95202",,"ZCTA5 95202",601,"ZCTA5 95202",28
"G95203","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95203",,,,,,,"86000US95203",,"ZCTA5 95203",876,"ZCTA5 95203",40
"G95204","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95204",,,,,,,"86000US95204",,"ZCTA5 95204",960,"ZCTA5 95204",28
"G95205","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95205",,,,,,,"86000US95205",,"ZCTA5 95205",852,"ZCTA5 95205",33
"G95206","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95206",,,,,,,"86000US95206",,"ZCTA5 95206",1159,"ZCTA5 95206",23
"G95207","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95207",,,,,,,"86000US95207",,"ZCTA5 95207",988,"ZCTA5 95207",25
"G95209","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95209",,,,,,,"86000US95209",,"ZCTA5 95209",1463,"ZCTA5 95209",54
"G95210","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95210",,,,,,,"86000US95210",,"ZCTA5 95210",1074,"ZCTA5 95210",26
"G95211","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95211",,,,,,,"86000US95211",,"ZCTA5 95211",.,"ZCTA5 95211",.
"G95212","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95212",,,,,,,"86000US95212",,"ZCTA5 95212",1711,"ZCTA5 95212",90
"G95215","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95215",,,,,,,"86000US95215",,"ZCTA5 95215",940,"ZCTA5 95215",38
"G95219","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95219",,,,,,,"86000US95219",,"ZCTA5 95219",1421,"ZCTA5 95219",56
"G95220","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95220",,,,,,,"86000US95220",,"ZCTA5 95220",1298,"ZCTA5 95220",167
"G95222","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95222",,,,,,,"86000US95222",,"ZCTA5 95222",1024,"ZCTA5 95222",168
"G95223","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95223",,,,,,,"86000US95223",,"ZCTA5 95223",1259,"ZCTA5 95223",126
"G95224","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95224",,,,,,,"86000US95224",,"ZCTA5 95224",658,"ZCTA5 95224",321
"G95225","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95225",,,,,,,"86000US95225",,"ZCTA5 95225",1506,"ZCTA5 95225",432
"G95226","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95226",,,,,,,"86000US95226",,"ZCTA5 95226",.,"ZCTA5 95226",.
"G95227","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95227",,,,,,,"86000US95227",,"ZCTA5 95227",843,"ZCTA5 95227",180
"G95228","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95228",,,,,,,"86000US95228",,"ZCTA5 95228",1551,"ZCTA5 95228",184
"G95230","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95230",,,,,,,"86000US95230",,"ZCTA5 95230",1210,"ZCTA5 95230",624
"G95231","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95231",,,,,,,"86000US95231",,"ZCTA5 95231",873,"ZCTA5 95231",139
"G95232","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95232",,,,,,,"86000US95232",,"ZCTA5 95232",.,"ZCTA5 95232",.
"G95233","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95233",,,,,,,"86000US95233",,"ZCTA5 95233",1102,"ZCTA5 95233",707
"G95234","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95234",,,,,,,"86000US95234",,"ZCTA5 95234",.,"ZCTA5 95234",.
"G95236","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95236",,,,,,,"86000US95236",,"ZCTA5 95236",1249,"ZCTA5 95236",179
"G95237","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95237",,,,,,,"86000US95237",,"ZCTA5 95237",1159,"ZCTA5 95237",138
"G95240","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95240",,,,,,,"86000US95240",,"ZCTA5 95240",1035,"ZCTA5 95240",45
"G95242","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95242",,,,,,,"86000US95242",,"ZCTA5 95242",1394,"ZCTA5 95242",52
"G95245","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95245",,,,,,,"86000US95245",,"ZCTA5 95245",896,"ZCTA5 95245",379
"G95246","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95246",,,,,,,"86000US95246",,"ZCTA5 95246",735,"ZCTA5 95246",362
"G95247","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95247",,,,,,,"86000US95247",,"ZCTA5 95247",1143,"ZCTA5 95247",145
"G95248","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95248",,,,,,,"86000US95248",,"ZCTA5 95248",992,"ZCTA5 95248",456
"G95249","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95249",,,,,,,"86000US95249",,"ZCTA5 95249",915,"ZCTA5 95249",101
"G95250","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95250",,,,,,,"86000US95250",,"ZCTA5 95250",.,"ZCTA5 95250",.
"G95251","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95251",,,,,,,"86000US95251",,"ZCTA5 95251",1021,"ZCTA5 95251",174
"G95252","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95252",,,,,,,"86000US95252",,"ZCTA5 95252",1551,"ZCTA5 95252",118
"G95254","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95254",,,,,,,"86000US95254",,"ZCTA5 95254",1725,"ZCTA5 95254",304
"G95255","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95255",,,,,,,"86000US95255",,"ZCTA5 95255",780,"ZCTA5 95255",165
"G95257","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95257",,,,,,,"86000US95257",,"ZCTA5 95257",650,"ZCTA5 95257",117
"G95258","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95258",,,,,,,"86000US95258",,"ZCTA5 95258",1132,"ZCTA5 95258",141
"G95301","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95301",,,,,,,"86000US95301",,"ZCTA5 95301",1030,"ZCTA5 95301",33
"G95303","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95303",,,,,,,"86000US95303",,"ZCTA5 95303",1095,"ZCTA5 95303",166
"G95304","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95304",,,,,,,"86000US95304",,"ZCTA5 95304",1871,"ZCTA5 95304",151
"G95305","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95305",,,,,,,"86000US95305",,"ZCTA5 95305",.,"ZCTA5 95305",.
"G95306","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95306",,,,,,,"86000US95306",,"ZCTA5 95306",918,"ZCTA5 95306",254
"G95307","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95307",,,,,,,"86000US95307",,"ZCTA5 95307",1131,"ZCTA5 95307",39
"G95310","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95310",,,,,,,"86000US95310",,"ZCTA5 95310",943,"ZCTA5 95310",157
"G95311","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95311",,,,,,,"86000US95311",,"ZCTA5 95311",723,"ZCTA5 95311",180
"G95312","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95312",,,,,,,"86000US95312",,"ZCTA5 95312",766,"ZCTA5 95312",202
"G95313","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95313",,,,,,,"86000US95313",,"ZCTA5 95313",959,"ZCTA5 95313",310
"G95314","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95314",,,,,,,"86000US95314",,"ZCTA5 95314",.,"ZCTA5 95314",.
"G95315","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95315",,,,,,,"86000US95315",,"ZCTA5 95315",1078,"ZCTA5 95315",107
"G95316","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95316",,,,,,,"86000US95316",,"ZCTA5 95316",1161,"ZCTA5 95316",105
"G95317","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95317",,,,,,,"86000US95317",,"ZCTA5 95317",710,"ZCTA5 95317",264
"G95318","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95318",,,,,,,"86000US95318",,"ZCTA5 95318",.,"ZCTA5 95318",.
"G95319","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95319",,,,,,,"86000US95319",,"ZCTA5 95319",741,"ZCTA5 95319",155
"G95320","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95320",,,,,,,"86000US95320",,"ZCTA5 95320",1358,"ZCTA5 95320",127
"G95321","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95321",,,,,,,"86000US95321",,"ZCTA5 95321",940,"ZCTA5 95321",175
"G95322","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95322",,,,,,,"86000US95322",,"ZCTA5 95322",914,"ZCTA5 95322",87
"G95323","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95323",,,,,,,"86000US95323",,"ZCTA5 95323",913,"ZCTA5 95323",143
"G95324","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95324",,,,,,,"86000US95324",,"ZCTA5 95324",908,"ZCTA5 95324",175
"G95325","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95325",,,,,,,"86000US95325",,"ZCTA5 95325",.,"ZCTA5 95325",.
"G95326","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95326",,,,,,,"86000US95326",,"ZCTA5 95326",1493,"ZCTA5 95326",183
"G95327","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95327",,,,,,,"86000US95327",,"ZCTA5 95327",842,"ZCTA5 95327",87
"G95328","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95328",,,,,,,"86000US95328",,"ZCTA5 95328",1037,"ZCTA5 95328",74
"G95329","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95329",,,,,,,"86000US95329",,"ZCTA5 95329",1168,"ZCTA5 95329",129
"G95330","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95330",,,,,,,"86000US95330",,"ZCTA5 95330",1660,"ZCTA5 95330",65
"G95333","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95333",,,,,,,"86000US95333",,"ZCTA5 95333",897,"ZCTA5 95333",107
"G95334","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95334",,,,,,,"86000US95334",,"ZCTA5 95334",1052,"ZCTA5 95334",62
"G95335","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95335",,,,,,,"86000US95335",,"ZCTA5 95335",1134,"ZCTA5 95335",112
"G95336","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95336",,,,,,,"86000US95336",,"ZCTA5 95336",1329,"ZCTA5 95336",50
"G95337","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95337",,,,,,,"86000US95337",,"ZCTA5 95337",1583,"ZCTA5 95337",53
"G95338","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95338",,,,,,,"86000US95338",,"ZCTA5 95338",926,"ZCTA5 95338",95
"G95340","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95340",,,,,,,"86000US95340",,"ZCTA5 95340",1020,"ZCTA5 95340",45
"G95341","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95341",,,,,,,"86000US95341",,"ZCTA5 95341",861,"ZCTA5 95341",24
"G95345","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95345",,,,,,,"86000US95345",,"ZCTA5 95345",552,"ZCTA5 95345",250
"G95346","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95346",,,,,,,"86000US95346",,"ZCTA5 95346",1019,"ZCTA5 95346",124
"G95348","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95348",,,,,,,"86000US95348",,"ZCTA5 95348",978,"ZCTA5 95348",37
"G95350","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95350",,,,,,,"86000US95350",,"ZCTA5 95350",1038,"ZCTA5 95350",33
"G95351","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95351",,,,,,,"86000US95351",,"ZCTA5 95351",993,"ZCTA5 95351",25
"G95354","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95354",,,,,,,"86000US95354",,"ZCTA5 95354",1008,"ZCTA5 95354",41
"G95355","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95355",,,,,,,"86000US95355",,"ZCTA5 95355",1280,"ZCTA5 95355",39
"G95356","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95356",,,,,,,"86000US95356",,"ZCTA5 95356",1260,"ZCTA5 95356",57
"G95357","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95357",,,,,,,"86000US95357",,"ZCTA5 95357",1213,"ZCTA5 95357",102
"G95358","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95358",,,,,,,"86000US95358",,"ZCTA5 95358",1104,"ZCTA5 95358",39
"G95360","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95360",,,,,,,"86000US95360",,"ZCTA5 95360",1094,"ZCTA5 95360",58
"G95361","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95361",,,,,,,"86000US95361",,"ZCTA5 95361",1237,"ZCTA5 95361",65
"G95363","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95363",,,,,,,"86000US95363",,"ZCTA5 95363",1406,"ZCTA5 95363",91
"G95364","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95364",,,,,,,"86000US95364",,"ZCTA5 95364",.,"ZCTA5 95364",.
"G95365","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95365",,,,,,,"86000US95365",,"ZCTA5 95365",788,"ZCTA5 95365",93
"G95366","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95366",,,,,,,"86000US95366",,"ZCTA5 95366",1477,"ZCTA5 95366",113
"G95367","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95367",,,,,,,"86000US95367",,"ZCTA5 95367",1230,"ZCTA5 95367",50
"G95368","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"95368",,,,,,,"86000US95368",,"ZCTA5 95368",1435,"ZCTA5 95368",63
