GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,AKLKE001,NAME_M,AKLKM001
"G39862","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"39862",,,,,,,"86000US39862",,"ZCTA5 39862",494,"ZCTA5 39862",86
"G39866","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"39866",,,,,,,"86000US39866",,"ZCTA5 39866",563,"ZCTA5 39866",79
"G39867","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"39867",,,,,,,"86000US39867",,"ZCTA5 39867",495,"ZCTA5 39867",208
"G39870","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"39870",,,,,,,"86000US39870",,"ZCTA5 39870",570,"ZCTA5 39870",103
"G39877","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"39877",,,,,,,"86000US39877",,"ZCTA5 39877",538,"ZCTA5 39877",143
"G39885","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"39885",,,,,,,"86000US39885",,"ZCTA5 39885",913,"ZCTA5 39885",227
"G39886","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"39886",,,,,,,"86000US39886",,"ZCTA5 39886",525,"ZCTA5 39886",110
"G39897","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"39897",,,,,,,"86000US39897",,"ZCTA5 39897",699,"ZCTA5 39897",64
"G40003","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40003",,,,,,,"86000US40003",,"ZCTA5 40003",839,"ZCTA5 40003",262
"G40004","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40004",,,,,,,"86000US40004",,"ZCTA5 40004",836,"ZCTA5 40004",34
"G40006","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40006",,,,,,,"86000US40006",,"ZCTA5 40006",733,"ZCTA5 40006",144
"G40007","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40007",,,,,,,"86000US40007",,"ZCTA5 40007",389,"ZCTA5 40007",338
"G40008","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40008",,,,,,,"86000US40008",,"ZCTA5 40008",748,"ZCTA5 40008",113
"G40009","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40009",,,,,,,"86000US40009",,"ZCTA5 40009",536,"ZCTA5 40009",170
"G40010","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40010",,,,,,,"86000US40010",,"ZCTA5 40010",1440,"ZCTA5 40010",359
"G40011","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40011",,,,,,,"86000US40011",,"ZCTA5 40011",744,"ZCTA5 40011",190
"G40012","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40012",,,,,,,"86000US40012",,"ZCTA5 40012",490,"ZCTA5 40012",292
"G40013","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40013",,,,,,,"86000US40013",,"ZCTA5 40013",959,"ZCTA5 40013",148
"G40014","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40014",,,,,,,"86000US40014",,"ZCTA5 40014",1388,"ZCTA5 40014",70
"G40019","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40019",,,,,,,"86000US40019",,"ZCTA5 40019",749,"ZCTA5 40019",74
"G40020","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40020",,,,,,,"86000US40020",,"ZCTA5 40020",.,"ZCTA5 40020",.
"G40022","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40022",,,,,,,"86000US40022",,"ZCTA5 40022",1233,"ZCTA5 40022",268
"G40023","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40023",,,,,,,"86000US40023",,"ZCTA5 40023",1438,"ZCTA5 40023",123
"G40025","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40025",,,,,,,"86000US40025",,"ZCTA5 40025",4001,"ZCTA5 40025",.
"G40026","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40026",,,,,,,"86000US40026",,"ZCTA5 40026",1649,"ZCTA5 40026",130
"G40031","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40031",,,,,,,"86000US40031",,"ZCTA5 40031",974,"ZCTA5 40031",55
"G40033","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40033",,,,,,,"86000US40033",,"ZCTA5 40033",605,"ZCTA5 40033",42
"G40036","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40036",,,,,,,"86000US40036",,"ZCTA5 40036",519,"ZCTA5 40036",424
"G40037","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40037",,,,,,,"86000US40037",,"ZCTA5 40037",678,"ZCTA5 40037",81
"G40040","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40040",,,,,,,"86000US40040",,"ZCTA5 40040",469,"ZCTA5 40040",193
"G40041","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40041",,,,,,,"86000US40041",,"ZCTA5 40041",1171,"ZCTA5 40041",348
"G40045","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40045",,,,,,,"86000US40045",,"ZCTA5 40045",721,"ZCTA5 40045",60
"G40046","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40046",,,,,,,"86000US40046",,"ZCTA5 40046",946,"ZCTA5 40046",296
"G40047","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40047",,,,,,,"86000US40047",,"ZCTA5 40047",1046,"ZCTA5 40047",40
"G40048","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40048",,,,,,,"86000US40048",,"ZCTA5 40048",.,"ZCTA5 40048",.
"G40049","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40049",,,,,,,"86000US40049",,"ZCTA5 40049",.,"ZCTA5 40049",.
"G40050","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40050",,,,,,,"86000US40050",,"ZCTA5 40050",737,"ZCTA5 40050",68
"G40051","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40051",,,,,,,"86000US40051",,"ZCTA5 40051",568,"ZCTA5 40051",70
"G40052","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40052",,,,,,,"86000US40052",,"ZCTA5 40052",563,"ZCTA5 40052",155
"G40055","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40055",,,,,,,"86000US40055",,"ZCTA5 40055",1116,"ZCTA5 40055",151
"G40056","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40056",,,,,,,"86000US40056",,"ZCTA5 40056",1048,"ZCTA5 40056",108
"G40057","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40057",,,,,,,"86000US40057",,"ZCTA5 40057",750,"ZCTA5 40057",89
"G40058","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40058",,,,,,,"86000US40058",,"ZCTA5 40058",791,"ZCTA5 40058",186
"G40059","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40059",,,,,,,"86000US40059",,"ZCTA5 40059",1797,"ZCTA5 40059",106
"G40060","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40060",,,,,,,"86000US40060",,"ZCTA5 40060",595,"ZCTA5 40060",64
"G40062","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40062",,,,,,,"86000US40062",,"ZCTA5 40062",475,"ZCTA5 40062",364
"G40063","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40063",,,,,,,"86000US40063",,"ZCTA5 40063",.,"ZCTA5 40063",.
"G40065","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40065",,,,,,,"86000US40065",,"ZCTA5 40065",887,"ZCTA5 40065",34
"G40067","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40067",,,,,,,"86000US40067",,"ZCTA5 40067",1154,"ZCTA5 40067",66
"G40068","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40068",,,,,,,"86000US40068",,"ZCTA5 40068",908,"ZCTA5 40068",159
"G40069","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40069",,,,,,,"86000US40069",,"ZCTA5 40069",627,"ZCTA5 40069",33
"G40070","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40070",,,,,,,"86000US40070",,"ZCTA5 40070",1375,"ZCTA5 40070",348
"G40071","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40071",,,,,,,"86000US40071",,"ZCTA5 40071",1066,"ZCTA5 40071",65
"G40075","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40075",,,,,,,"86000US40075",,"ZCTA5 40075",725,"ZCTA5 40075",289
"G40076","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40076",,,,,,,"86000US40076",,"ZCTA5 40076",792,"ZCTA5 40076",307
"G40077","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40077",,,,,,,"86000US40077",,"ZCTA5 40077",583,"ZCTA5 40077",74
"G40078","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40078",,,,,,,"86000US40078",,"ZCTA5 40078",580,"ZCTA5 40078",94
"G40104","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40104",,,,,,,"86000US40104",,"ZCTA5 40104",582,"ZCTA5 40104",96
"G40107","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40107",,,,,,,"86000US40107",,"ZCTA5 40107",877,"ZCTA5 40107",219
"G40108","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40108",,,,,,,"86000US40108",,"ZCTA5 40108",831,"ZCTA5 40108",66
"G40109","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40109",,,,,,,"86000US40109",,"ZCTA5 40109",844,"ZCTA5 40109",375
"G40110","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40110",,,,,,,"86000US40110",,"ZCTA5 40110",.,"ZCTA5 40110",.
"G40111","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40111",,,,,,,"86000US40111",,"ZCTA5 40111",437,"ZCTA5 40111",71
"G40115","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40115",,,,,,,"86000US40115",,"ZCTA5 40115",592,"ZCTA5 40115",204
"G40117","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40117",,,,,,,"86000US40117",,"ZCTA5 40117",755,"ZCTA5 40117",75
"G40118","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40118",,,,,,,"86000US40118",,"ZCTA5 40118",830,"ZCTA5 40118",65
"G40119","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40119",,,,,,,"86000US40119",,"ZCTA5 40119",607,"ZCTA5 40119",166
"G40121","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40121",,,,,,,"86000US40121",,"ZCTA5 40121",1131,"ZCTA5 40121",54
"G40140","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40140",,,,,,,"86000US40140",,"ZCTA5 40140",367,"ZCTA5 40140",284
"G40142","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40142",,,,,,,"86000US40142",,"ZCTA5 40142",668,"ZCTA5 40142",112
"G40143","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40143",,,,,,,"86000US40143",,"ZCTA5 40143",645,"ZCTA5 40143",68
"G40144","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40144",,,,,,,"86000US40144",,"ZCTA5 40144",761,"ZCTA5 40144",227
"G40145","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40145",,,,,,,"86000US40145",,"ZCTA5 40145",539,"ZCTA5 40145",436
"G40146","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40146",,,,,,,"86000US40146",,"ZCTA5 40146",615,"ZCTA5 40146",87
"G40150","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40150",,,,,,,"86000US40150",,"ZCTA5 40150",800,"ZCTA5 40150",56
"G40152","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40152",,,,,,,"86000US40152",,"ZCTA5 40152",654,"ZCTA5 40152",262
"G40155","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40155",,,,,,,"86000US40155",,"ZCTA5 40155",629,"ZCTA5 40155",27
"G40157","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40157",,,,,,,"86000US40157",,"ZCTA5 40157",716,"ZCTA5 40157",330
"G40160","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40160",,,,,,,"86000US40160",,"ZCTA5 40160",784,"ZCTA5 40160",38
"G40161","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40161",,,,,,,"86000US40161",,"ZCTA5 40161",523,"ZCTA5 40161",285
"G40162","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40162",,,,,,,"86000US40162",,"ZCTA5 40162",1092,"ZCTA5 40162",144
"G40165","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40165",,,,,,,"86000US40165",,"ZCTA5 40165",927,"ZCTA5 40165",41
"G40170","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40170",,,,,,,"86000US40170",,"ZCTA5 40170",810,"ZCTA5 40170",252
"G40171","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40171",,,,,,,"86000US40171",,"ZCTA5 40171",304,"ZCTA5 40171",262
"G40175","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40175",,,,,,,"86000US40175",,"ZCTA5 40175",925,"ZCTA5 40175",50
"G40176","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40176",,,,,,,"86000US40176",,"ZCTA5 40176",677,"ZCTA5 40176",500
"G40177","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40177",,,,,,,"86000US40177",,"ZCTA5 40177",644,"ZCTA5 40177",134
"G40178","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40178",,,,,,,"86000US40178",,"ZCTA5 40178",525,"ZCTA5 40178",301
"G40202","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40202",,,,,,,"86000US40202",,"ZCTA5 40202",548,"ZCTA5 40202",276
"G40203","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40203",,,,,,,"86000US40203",,"ZCTA5 40203",539,"ZCTA5 40203",36
"G40204","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40204",,,,,,,"86000US40204",,"ZCTA5 40204",965,"ZCTA5 40204",42
"G40205","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40205",,,,,,,"86000US40205",,"ZCTA5 40205",1092,"ZCTA5 40205",50
"G40206","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40206",,,,,,,"86000US40206",,"ZCTA5 40206",904,"ZCTA5 40206",27
"G40207","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40207",,,,,,,"86000US40207",,"ZCTA5 40207",1188,"ZCTA5 40207",40
"G40208","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40208",,,,,,,"86000US40208",,"ZCTA5 40208",768,"ZCTA5 40208",19
"G40209","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40209",,,,,,,"86000US40209",,"ZCTA5 40209",686,"ZCTA5 40209",293
"G40210","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40210",,,,,,,"86000US40210",,"ZCTA5 40210",615,"ZCTA5 40210",59
"G40211","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40211",,,,,,,"86000US40211",,"ZCTA5 40211",711,"ZCTA5 40211",31
"G40212","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40212",,,,,,,"86000US40212",,"ZCTA5 40212",688,"ZCTA5 40212",32
"G40213","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40213",,,,,,,"86000US40213",,"ZCTA5 40213",790,"ZCTA5 40213",35
"G40214","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40214",,,,,,,"86000US40214",,"ZCTA5 40214",789,"ZCTA5 40214",18
"G40215","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40215",,,,,,,"86000US40215",,"ZCTA5 40215",762,"ZCTA5 40215",31
"G40216","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40216",,,,,,,"86000US40216",,"ZCTA5 40216",813,"ZCTA5 40216",29
"G40217","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40217",,,,,,,"86000US40217",,"ZCTA5 40217",886,"ZCTA5 40217",49
"G40218","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40218",,,,,,,"86000US40218",,"ZCTA5 40218",838,"ZCTA5 40218",19
"G40219","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40219",,,,,,,"86000US40219",,"ZCTA5 40219",823,"ZCTA5 40219",36
"G40220","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40220",,,,,,,"86000US40220",,"ZCTA5 40220",974,"ZCTA5 40220",34
"G40222","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40222",,,,,,,"86000US40222",,"ZCTA5 40222",1045,"ZCTA5 40222",35
"G40223","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40223",,,,,,,"86000US40223",,"ZCTA5 40223",1132,"ZCTA5 40223",43
"G40228","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40228",,,,,,,"86000US40228",,"ZCTA5 40228",985,"ZCTA5 40228",43
"G40229","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40229",,,,,,,"86000US40229",,"ZCTA5 40229",954,"ZCTA5 40229",21
"G40231","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40231",,,,,,,"86000US40231",,"ZCTA5 40231",.,"ZCTA5 40231",.
"G40241","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40241",,,,,,,"86000US40241",,"ZCTA5 40241",1235,"ZCTA5 40241",38
"G40242","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40242",,,,,,,"86000US40242",,"ZCTA5 40242",1071,"ZCTA5 40242",36
"G40243","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40243",,,,,,,"86000US40243",,"ZCTA5 40243",1076,"ZCTA5 40243",63
"G40245","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40245",,,,,,,"86000US40245",,"ZCTA5 40245",1503,"ZCTA5 40245",57
"G40258","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40258",,,,,,,"86000US40258",,"ZCTA5 40258",862,"ZCTA5 40258",33
"G40272","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40272",,,,,,,"86000US40272",,"ZCTA5 40272",874,"ZCTA5 40272",25
"G40280","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40280",,,,,,,"86000US40280",,"ZCTA5 40280",955,"ZCTA5 40280",148
"G40291","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40291",,,,,,,"86000US40291",,"ZCTA5 40291",1053,"ZCTA5 40291",33
"G40299","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40299",,,,,,,"86000US40299",,"ZCTA5 40299",1129,"ZCTA5 40299",40
"G40310","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40310",,,,,,,"86000US40310",,"ZCTA5 40310",493,"ZCTA5 40310",229
"G40311","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40311",,,,,,,"86000US40311",,"ZCTA5 40311",630,"ZCTA5 40311",30
"G40312","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40312",,,,,,,"86000US40312",,"ZCTA5 40312",624,"ZCTA5 40312",61
"G40313","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40313",,,,,,,"86000US40313",,"ZCTA5 40313",564,"ZCTA5 40313",81
"G40316","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40316",,,,,,,"86000US40316",,"ZCTA5 40316",391,"ZCTA5 40316",382
"G40322","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40322",,,,,,,"86000US40322",,"ZCTA5 40322",492,"ZCTA5 40322",75
"G40324","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40324",,,,,,,"86000US40324",,"ZCTA5 40324",981,"ZCTA5 40324",26
"G40328","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40328",,,,,,,"86000US40328",,"ZCTA5 40328",543,"ZCTA5 40328",75
"G40330","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40330",,,,,,,"86000US40330",,"ZCTA5 40330",707,"ZCTA5 40330",40
"G40334","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40334",,,,,,,"86000US40334",,"ZCTA5 40334",.,"ZCTA5 40334",.
"G40336","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40336",,,,,,,"86000US40336",,"ZCTA5 40336",511,"ZCTA5 40336",38
"G40337","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40337",,,,,,,"86000US40337",,"ZCTA5 40337",591,"ZCTA5 40337",101
"G40339","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40339",,,,,,,"86000US40339",,"ZCTA5 40339",.,"ZCTA5 40339",.
"G40342","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40342",,,,,,,"86000US40342",,"ZCTA5 40342",872,"ZCTA5 40342",46
"G40346","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40346",,,,,,,"86000US40346",,"ZCTA5 40346",338,"ZCTA5 40346",92
"G40347","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40347",,,,,,,"86000US40347",,"ZCTA5 40347",923,"ZCTA5 40347",87
"G40348","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40348",,,,,,,"86000US40348",,"ZCTA5 40348",618,"ZCTA5 40348",77
"G40350","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40350",,,,,,,"86000US40350",,"ZCTA5 40350",.,"ZCTA5 40350",.
"G40351","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40351",,,,,,,"86000US40351",,"ZCTA5 40351",657,"ZCTA5 40351",47
"G40353","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40353",,,,,,,"86000US40353",,"ZCTA5 40353",710,"ZCTA5 40353",42
"G40356","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40356",,,,,,,"86000US40356",,"ZCTA5 40356",894,"ZCTA5 40356",26
"G40358","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40358",,,,,,,"86000US40358",,"ZCTA5 40358",541,"ZCTA5 40358",149
"G40359","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40359",,,,,,,"86000US40359",,"ZCTA5 40359",607,"ZCTA5 40359",80
"G40360","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40360",,,,,,,"86000US40360",,"ZCTA5 40360",644,"ZCTA5 40360",59
"G40361","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40361",,,,,,,"86000US40361",,"ZCTA5 40361",780,"ZCTA5 40361",34
"G40363","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40363",,,,,,,"86000US40363",,"ZCTA5 40363",.,"ZCTA5 40363",.
"G40370","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40370",,,,,,,"86000US40370",,"ZCTA5 40370",935,"ZCTA5 40370",141
"G40371","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40371",,,,,,,"86000US40371",,"ZCTA5 40371",591,"ZCTA5 40371",83
"G40372","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40372",,,,,,,"86000US40372",,"ZCTA5 40372",948,"ZCTA5 40372",129
"G40374","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40374",,,,,,,"86000US40374",,"ZCTA5 40374",571,"ZCTA5 40374",86
"G40376","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40376",,,,,,,"86000US40376",,"ZCTA5 40376",.,"ZCTA5 40376",.
"G40379","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40379",,,,,,,"86000US40379",,"ZCTA5 40379",837,"ZCTA5 40379",71
"G40380","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40380",,,,,,,"86000US40380",,"ZCTA5 40380",631,"ZCTA5 40380",103
"G40383","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40383",,,,,,,"86000US40383",,"ZCTA5 40383",916,"ZCTA5 40383",39
"G40385","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40385",,,,,,,"86000US40385",,"ZCTA5 40385",526,"ZCTA5 40385",110
"G40387","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40387",,,,,,,"86000US40387",,"ZCTA5 40387",522,"ZCTA5 40387",194
"G40390","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40390",,,,,,,"86000US40390",,"ZCTA5 40390",828,"ZCTA5 40390",87
"G40391","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40391",,,,,,,"86000US40391",,"ZCTA5 40391",803,"ZCTA5 40391",30
"G40402","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40402",,,,,,,"86000US40402",,"ZCTA5 40402",494,"ZCTA5 40402",51
"G40403","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40403",,,,,,,"86000US40403",,"ZCTA5 40403",751,"ZCTA5 40403",28
"G40404","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40404",,,,,,,"86000US40404",,"ZCTA5 40404",.,"ZCTA5 40404",.
"G40409","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40409",,,,,,,"86000US40409",,"ZCTA5 40409",641,"ZCTA5 40409",67
"G40419","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40419",,,,,,,"86000US40419",,"ZCTA5 40419",443,"ZCTA5 40419",67
"G40422","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40422",,,,,,,"86000US40422",,"ZCTA5 40422",716,"ZCTA5 40422",24
"G40434","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40434",,,,,,,"86000US40434",,"ZCTA5 40434",.,"ZCTA5 40434",.
"G40437","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40437",,,,,,,"86000US40437",,"ZCTA5 40437",518,"ZCTA5 40437",138
"G40440","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40440",,,,,,,"86000US40440",,"ZCTA5 40440",758,"ZCTA5 40440",130
"G40442","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"40442",,,,,,,"86000US40442",,"ZCTA5 40442",454,"ZCTA5 40442",150
