GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,AMJBE001,NAME_M,AMJBM001
"G81330","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81330",,,,,,,"86000US81330",,"ZCTA5 81330",.,"ZCTA5 81330",.
"G81331","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81331",,,,,,,"86000US81331",,"ZCTA5 81331",832,"ZCTA5 81331",393
"G81332","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81332",,,,,,,"86000US81332",,"ZCTA5 81332",829,"ZCTA5 81332",138
"G81334","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81334",,,,,,,"86000US81334",,"ZCTA5 81334",309,"ZCTA5 81334",16
"G81335","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81335",,,,,,,"86000US81335",,"ZCTA5 81335",.,"ZCTA5 81335",.
"G81401","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81401",,,,,,,"86000US81401",,"ZCTA5 81401",809,"ZCTA5 81401",99
"G81403","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81403",,,,,,,"86000US81403",,"ZCTA5 81403",950,"ZCTA5 81403",84
"G81410","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81410",,,,,,,"86000US81410",,"ZCTA5 81410",634,"ZCTA5 81410",316
"G81411","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81411",,,,,,,"86000US81411",,"ZCTA5 81411",.,"ZCTA5 81411",.
"G81413","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81413",,,,,,,"86000US81413",,"ZCTA5 81413",781,"ZCTA5 81413",98
"G81415","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81415",,,,,,,"86000US81415",,"ZCTA5 81415",963,"ZCTA5 81415",255
"G81416","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81416",,,,,,,"86000US81416",,"ZCTA5 81416",762,"ZCTA5 81416",85
"G81418","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81418",,,,,,,"86000US81418",,"ZCTA5 81418",952,"ZCTA5 81418",178
"G81419","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81419",,,,,,,"86000US81419",,"ZCTA5 81419",693,"ZCTA5 81419",158
"G81422","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81422",,,,,,,"86000US81422",,"ZCTA5 81422",756,"ZCTA5 81422",275
"G81423","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81423",,,,,,,"86000US81423",,"ZCTA5 81423",1017,"ZCTA5 81423",191
"G81424","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81424",,,,,,,"86000US81424",,"ZCTA5 81424",397,"ZCTA5 81424",58
"G81425","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81425",,,,,,,"86000US81425",,"ZCTA5 81425",922,"ZCTA5 81425",134
"G81426","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81426",,,,,,,"86000US81426",,"ZCTA5 81426",1563,"ZCTA5 81426",1078
"G81427","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81427",,,,,,,"86000US81427",,"ZCTA5 81427",833,"ZCTA5 81427",234
"G81428","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81428",,,,,,,"86000US81428",,"ZCTA5 81428",840,"ZCTA5 81428",96
"G81429","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81429",,,,,,,"86000US81429",,"ZCTA5 81429",.,"ZCTA5 81429",.
"G81430","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81430",,,,,,,"86000US81430",,"ZCTA5 81430",935,"ZCTA5 81430",443
"G81431","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81431",,,,,,,"86000US81431",,"ZCTA5 81431",575,"ZCTA5 81431",175
"G81432","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81432",,,,,,,"86000US81432",,"ZCTA5 81432",1207,"ZCTA5 81432",157
"G81433","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81433",,,,,,,"86000US81433",,"ZCTA5 81433",932,"ZCTA5 81433",132
"G81434","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81434",,,,,,,"86000US81434",,"ZCTA5 81434",875,"ZCTA5 81434",363
"G81435","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81435",,,,,,,"86000US81435",,"ZCTA5 81435",1416,"ZCTA5 81435",88
"G81501","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81501",,,,,,,"86000US81501",,"ZCTA5 81501",849,"ZCTA5 81501",33
"G81503","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81503",,,,,,,"86000US81503",,"ZCTA5 81503",1027,"ZCTA5 81503",48
"G81504","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81504",,,,,,,"86000US81504",,"ZCTA5 81504",1044,"ZCTA5 81504",45
"G81505","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81505",,,,,,,"86000US81505",,"ZCTA5 81505",1063,"ZCTA5 81505",67
"G81506","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81506",,,,,,,"86000US81506",,"ZCTA5 81506",1028,"ZCTA5 81506",103
"G81507","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81507",,,,,,,"86000US81507",,"ZCTA5 81507",1243,"ZCTA5 81507",98
"G81520","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81520",,,,,,,"86000US81520",,"ZCTA5 81520",861,"ZCTA5 81520",41
"G81521","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81521",,,,,,,"86000US81521",,"ZCTA5 81521",1124,"ZCTA5 81521",76
"G81522","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81522",,,,,,,"86000US81522",,"ZCTA5 81522",.,"ZCTA5 81522",.
"G81523","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81523",,,,,,,"86000US81523",,"ZCTA5 81523",1313,"ZCTA5 81523",675
"G81524","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81524",,,,,,,"86000US81524",,"ZCTA5 81524",1264,"ZCTA5 81524",257
"G81525","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81525",,,,,,,"86000US81525",,"ZCTA5 81525",.,"ZCTA5 81525",.
"G81526","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81526",,,,,,,"86000US81526",,"ZCTA5 81526",826,"ZCTA5 81526",110
"G81527","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81527",,,,,,,"86000US81527",,"ZCTA5 81527",1024,"ZCTA5 81527",443
"G81601","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81601",,,,,,,"86000US81601",,"ZCTA5 81601",1480,"ZCTA5 81601",117
"G81610","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81610",,,,,,,"86000US81610",,"ZCTA5 81610",505,"ZCTA5 81610",126
"G81611","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81611",,,,,,,"86000US81611",,"ZCTA5 81611",1523,"ZCTA5 81611",118
"G81612","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81612",,,,,,,"86000US81612",,"ZCTA5 81612",.,"ZCTA5 81612",.
"G81615","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81615",,,,,,,"86000US81615",,"ZCTA5 81615",1206,"ZCTA5 81615",230
"G81620","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81620",,,,,,,"86000US81620",,"ZCTA5 81620",1732,"ZCTA5 81620",160
"G81621","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81621",,,,,,,"86000US81621",,"ZCTA5 81621",1971,"ZCTA5 81621",179
"G81623","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81623",,,,,,,"86000US81623",,"ZCTA5 81623",1756,"ZCTA5 81623",115
"G81624","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81624",,,,,,,"86000US81624",,"ZCTA5 81624",708,"ZCTA5 81624",152
"G81625","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81625",,,,,,,"86000US81625",,"ZCTA5 81625",846,"ZCTA5 81625",57
"G81630","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81630",,,,,,,"86000US81630",,"ZCTA5 81630",1034,"ZCTA5 81630",81
"G81631","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81631",,,,,,,"86000US81631",,"ZCTA5 81631",1854,"ZCTA5 81631",217
"G81632","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81632",,,,,,,"86000US81632",,"ZCTA5 81632",1592,"ZCTA5 81632",134
"G81633","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81633",,,,,,,"86000US81633",,"ZCTA5 81633",.,"ZCTA5 81633",.
"G81635","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81635",,,,,,,"86000US81635",,"ZCTA5 81635",932,"ZCTA5 81635",81
"G81637","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81637",,,,,,,"86000US81637",,"ZCTA5 81637",1621,"ZCTA5 81637",66
"G81638","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81638",,,,,,,"86000US81638",,"ZCTA5 81638",.,"ZCTA5 81638",.
"G81639","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81639",,,,,,,"86000US81639",,"ZCTA5 81639",887,"ZCTA5 81639",136
"G81640","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81640",,,,,,,"86000US81640",,"ZCTA5 81640",495,"ZCTA5 81640",185
"G81641","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81641",,,,,,,"86000US81641",,"ZCTA5 81641",769,"ZCTA5 81641",144
"G81642","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81642",,,,,,,"86000US81642",,"ZCTA5 81642",.,"ZCTA5 81642",.
"G81643","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81643",,,,,,,"86000US81643",,"ZCTA5 81643",994,"ZCTA5 81643",226
"G81645","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81645",,,,,,,"86000US81645",,"ZCTA5 81645",1757,"ZCTA5 81645",462
"G81646","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81646",,,,,,,"86000US81646",,"ZCTA5 81646",1372,"ZCTA5 81646",128
"G81647","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81647",,,,,,,"86000US81647",,"ZCTA5 81647",1448,"ZCTA5 81647",93
"G81648","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81648",,,,,,,"86000US81648",,"ZCTA5 81648",779,"ZCTA5 81648",124
"G81649","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81649",,,,,,,"86000US81649",,"ZCTA5 81649",1625,"ZCTA5 81649",245
"G81650","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81650",,,,,,,"86000US81650",,"ZCTA5 81650",1052,"ZCTA5 81650",93
"G81652","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81652",,,,,,,"86000US81652",,"ZCTA5 81652",1410,"ZCTA5 81652",91
"G81653","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81653",,,,,,,"86000US81653",,"ZCTA5 81653",.,"ZCTA5 81653",.
"G81654","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81654",,,,,,,"86000US81654",,"ZCTA5 81654",1337,"ZCTA5 81654",168
"G81655","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81655",,,,,,,"86000US81655",,"ZCTA5 81655",.,"ZCTA5 81655",.
"G81656","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81656",,,,,,,"86000US81656",,"ZCTA5 81656",762,"ZCTA5 81656",230
"G81657","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"81657",,,,,,,"86000US81657",,"ZCTA5 81657",1578,"ZCTA5 81657",154
"G82001","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82001",,,,,,,"86000US82001",,"ZCTA5 82001",1051,"ZCTA5 82001",46
"G82005","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82005",,,,,,,"86000US82005",,"ZCTA5 82005",.,"ZCTA5 82005",.
"G82007","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82007",,,,,,,"86000US82007",,"ZCTA5 82007",987,"ZCTA5 82007",49
"G82009","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82009",,,,,,,"86000US82009",,"ZCTA5 82009",1288,"ZCTA5 82009",70
"G82050","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82050",,,,,,,"86000US82050",,"ZCTA5 82050",1279,"ZCTA5 82050",473
"G82051","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82051",,,,,,,"86000US82051",,"ZCTA5 82051",941,"ZCTA5 82051",408
"G82052","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82052",,,,,,,"86000US82052",,"ZCTA5 82052",.,"ZCTA5 82052",.
"G82053","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82053",,,,,,,"86000US82053",,"ZCTA5 82053",1362,"ZCTA5 82053",177
"G82054","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82054",,,,,,,"86000US82054",,"ZCTA5 82054",1107,"ZCTA5 82054",238
"G82055","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82055",,,,,,,"86000US82055",,"ZCTA5 82055",836,"ZCTA5 82055",366
"G82058","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82058",,,,,,,"86000US82058",,"ZCTA5 82058",.,"ZCTA5 82058",.
"G82059","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82059",,,,,,,"86000US82059",,"ZCTA5 82059",327,"ZCTA5 82059",55
"G82060","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82060",,,,,,,"86000US82060",,"ZCTA5 82060",1348,"ZCTA5 82060",1120
"G82061","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82061",,,,,,,"86000US82061",,"ZCTA5 82061",.,"ZCTA5 82061",.
"G82063","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82063",,,,,,,"86000US82063",,"ZCTA5 82063",.,"ZCTA5 82063",.
"G82070","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82070",,,,,,,"86000US82070",,"ZCTA5 82070",908,"ZCTA5 82070",56
"G82072","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82072",,,,,,,"86000US82072",,"ZCTA5 82072",827,"ZCTA5 82072",57
"G82073","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82073",,,,,,,"86000US82073",,"ZCTA5 82073",.,"ZCTA5 82073",.
"G82081","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82081",,,,,,,"86000US82081",,"ZCTA5 82081",.,"ZCTA5 82081",.
"G82082","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82082",,,,,,,"86000US82082",,"ZCTA5 82082",682,"ZCTA5 82082",270
"G82083","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82083",,,,,,,"86000US82083",,"ZCTA5 82083",538,"ZCTA5 82083",297
"G82084","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82084",,,,,,,"86000US82084",,"ZCTA5 82084",.,"ZCTA5 82084",.
"G82190","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82190",,,,,,,"86000US82190",,"ZCTA5 82190",435,"ZCTA5 82190",98
"G82201","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82201",,,,,,,"86000US82201",,"ZCTA5 82201",796,"ZCTA5 82201",104
"G82210","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82210",,,,,,,"86000US82210",,"ZCTA5 82210",539,"ZCTA5 82210",181
"G82212","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82212",,,,,,,"86000US82212",,"ZCTA5 82212",609,"ZCTA5 82212",70
"G82213","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82213",,,,,,,"86000US82213",,"ZCTA5 82213",347,"ZCTA5 82213",238
"G82214","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82214",,,,,,,"86000US82214",,"ZCTA5 82214",665,"ZCTA5 82214",226
"G82215","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82215",,,,,,,"86000US82215",,"ZCTA5 82215",676,"ZCTA5 82215",27
"G82217","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82217",,,,,,,"86000US82217",,"ZCTA5 82217",.,"ZCTA5 82217",.
"G82219","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82219",,,,,,,"86000US82219",,"ZCTA5 82219",.,"ZCTA5 82219",.
"G82221","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82221",,,,,,,"86000US82221",,"ZCTA5 82221",548,"ZCTA5 82221",107
"G82222","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82222",,,,,,,"86000US82222",,"ZCTA5 82222",519,"ZCTA5 82222",363
"G82223","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82223",,,,,,,"86000US82223",,"ZCTA5 82223",841,"ZCTA5 82223",92
"G82224","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82224",,,,,,,"86000US82224",,"ZCTA5 82224",.,"ZCTA5 82224",.
"G82225","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82225",,,,,,,"86000US82225",,"ZCTA5 82225",584,"ZCTA5 82225",96
"G82227","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82227",,,,,,,"86000US82227",,"ZCTA5 82227",900,"ZCTA5 82227",777
"G82229","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82229",,,,,,,"86000US82229",,"ZCTA5 82229",.,"ZCTA5 82229",.
"G82240","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82240",,,,,,,"86000US82240",,"ZCTA5 82240",740,"ZCTA5 82240",52
"G82242","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82242",,,,,,,"86000US82242",,"ZCTA5 82242",685,"ZCTA5 82242",641
"G82243","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82243",,,,,,,"86000US82243",,"ZCTA5 82243",.,"ZCTA5 82243",.
"G82244","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82244",,,,,,,"86000US82244",,"ZCTA5 82244",592,"ZCTA5 82244",311
"G82301","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82301",,,,,,,"86000US82301",,"ZCTA5 82301",912,"ZCTA5 82301",81
"G82321","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82321",,,,,,,"86000US82321",,"ZCTA5 82321",655,"ZCTA5 82321",432
"G82322","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82322",,,,,,,"86000US82322",,"ZCTA5 82322",406,"ZCTA5 82322",177
"G82323","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82323",,,,,,,"86000US82323",,"ZCTA5 82323",425,"ZCTA5 82323",94
"G82324","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82324",,,,,,,"86000US82324",,"ZCTA5 82324",534,"ZCTA5 82324",479
"G82325","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82325",,,,,,,"86000US82325",,"ZCTA5 82325",594,"ZCTA5 82325",517
"G82327","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82327",,,,,,,"86000US82327",,"ZCTA5 82327",580,"ZCTA5 82327",233
"G82329","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82329",,,,,,,"86000US82329",,"ZCTA5 82329",398,"ZCTA5 82329",240
"G82331","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82331",,,,,,,"86000US82331",,"ZCTA5 82331",880,"ZCTA5 82331",166
"G82332","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82332",,,,,,,"86000US82332",,"ZCTA5 82332",750,"ZCTA5 82332",537
"G82334","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82334",,,,,,,"86000US82334",,"ZCTA5 82334",700,"ZCTA5 82334",259
"G82335","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82335",,,,,,,"86000US82335",,"ZCTA5 82335",.,"ZCTA5 82335",.
"G82336","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82336",,,,,,,"86000US82336",,"ZCTA5 82336",.,"ZCTA5 82336",.
"G82401","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82401",,,,,,,"86000US82401",,"ZCTA5 82401",770,"ZCTA5 82401",75
"G82410","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82410",,,,,,,"86000US82410",,"ZCTA5 82410",569,"ZCTA5 82410",97
"G82411","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82411",,,,,,,"86000US82411",,"ZCTA5 82411",774,"ZCTA5 82411",84
"G82412","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82412",,,,,,,"86000US82412",,"ZCTA5 82412",633,"ZCTA5 82412",288
"G82414","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82414",,,,,,,"86000US82414",,"ZCTA5 82414",919,"ZCTA5 82414",60
"G82420","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82420",,,,,,,"86000US82420",,"ZCTA5 82420",625,"ZCTA5 82420",255
"G82421","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82421",,,,,,,"86000US82421",,"ZCTA5 82421",544,"ZCTA5 82421",180
"G82422","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82422",,,,,,,"86000US82422",,"ZCTA5 82422",.,"ZCTA5 82422",.
"G82423","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82423",,,,,,,"86000US82423",,"ZCTA5 82423",411,"ZCTA5 82423",87
"G82426","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82426",,,,,,,"86000US82426",,"ZCTA5 82426",731,"ZCTA5 82426",33
"G82428","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82428",,,,,,,"86000US82428",,"ZCTA5 82428",291,"ZCTA5 82428",126
"G82430","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82430",,,,,,,"86000US82430",,"ZCTA5 82430",931,"ZCTA5 82430",317
"G82431","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82431",,,,,,,"86000US82431",,"ZCTA5 82431",597,"ZCTA5 82431",135
"G82432","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82432",,,,,,,"86000US82432",,"ZCTA5 82432",709,"ZCTA5 82432",321
"G82433","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82433",,,,,,,"86000US82433",,"ZCTA5 82433",639,"ZCTA5 82433",112
"G82434","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82434",,,,,,,"86000US82434",,"ZCTA5 82434",.,"ZCTA5 82434",.
"G82435","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82435",,,,,,,"86000US82435",,"ZCTA5 82435",777,"ZCTA5 82435",87
"G82440","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82440",,,,,,,"86000US82440",,"ZCTA5 82440",.,"ZCTA5 82440",.
"G82441","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82441",,,,,,,"86000US82441",,"ZCTA5 82441",536,"ZCTA5 82441",528
"G82442","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82442",,,,,,,"86000US82442",,"ZCTA5 82442",623,"ZCTA5 82442",145
"G82443","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82443",,,,,,,"86000US82443",,"ZCTA5 82443",625,"ZCTA5 82443",96
"G82450","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82450",,,,,,,"86000US82450",,"ZCTA5 82450",.,"ZCTA5 82450",.
"G82501","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82501",,,,,,,"86000US82501",,"ZCTA5 82501",783,"ZCTA5 82501",43
"G82510","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82510",,,,,,,"86000US82510",,"ZCTA5 82510",354,"ZCTA5 82510",80
"G82512","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82512",,,,,,,"86000US82512",,"ZCTA5 82512",688,"ZCTA5 82512",151
"G82513","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82513",,,,,,,"86000US82513",,"ZCTA5 82513",579,"ZCTA5 82513",106
"G82514","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82514",,,,,,,"86000US82514",,"ZCTA5 82514",423,"ZCTA5 82514",36
"G82515","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82515",,,,,,,"86000US82515",,"ZCTA5 82515",723,"ZCTA5 82515",219
"G82516","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82516",,,,,,,"86000US82516",,"ZCTA5 82516",556,"ZCTA5 82516",494
"G82520","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82520",,,,,,,"86000US82520",,"ZCTA5 82520",813,"ZCTA5 82520",78
"G82523","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82523",,,,,,,"86000US82523",,"ZCTA5 82523",993,"ZCTA5 82523",154
"G82601","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82601",,,,,,,"86000US82601",,"ZCTA5 82601",875,"ZCTA5 82601",44
"G82604","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82604",,,,,,,"86000US82604",,"ZCTA5 82604",1019,"ZCTA5 82604",46
"G82609","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82609",,,,,,,"86000US82609",,"ZCTA5 82609",969,"ZCTA5 82609",43
"G82620","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82620",,,,,,,"86000US82620",,"ZCTA5 82620",.,"ZCTA5 82620",.
"G82630","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82630",,,,,,,"86000US82630",,"ZCTA5 82630",.,"ZCTA5 82630",.
"G82633","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82633",,,,,,,"86000US82633",,"ZCTA5 82633",852,"ZCTA5 82633",134
"G82635","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"82635",,,,,,,"86000US82635",,"ZCTA5 82635",675,"ZCTA5 82635",280
