GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,ANDYE001,NAME_M,ANDYM001
"G01072","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01072",,,,,,,"86000US01072",,"ZCTA 01072",1479,"ZCTA 01072",175
"G01073","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01073",,,,,,,"86000US01073",,"ZCTA 01073",1161,"ZCTA 01073",377
"G01074","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01074",,,,,,,"86000US01074",,"ZCTA 01074",1127,"ZCTA 01074",788
"G01075","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01075",,,,,,,"86000US01075",,"ZCTA 01075",1120,"ZCTA 01075",51
"G01077","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01077",,,,,,,"86000US01077",,"ZCTA 01077",1249,"ZCTA 01077",272
"G01079","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01079",,,,,,,"86000US01079",,"ZCTA 01079",1189,"ZCTA 01079",645
"G01080","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01080",,,,,,,"86000US01080",,"ZCTA 01080",1044,"ZCTA 01080",139
"G01081","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01081",,,,,,,"86000US01081",,"ZCTA 01081",1333,"ZCTA 01081",97
"G01082","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01082",,,,,,,"86000US01082",,"ZCTA 01082",1069,"ZCTA 01082",112
"G01083","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01083",,,,,,,"86000US01083",,"ZCTA 01083",1255,"ZCTA 01083",222
"G01084","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01084",,,,,,,"86000US01084",,"ZCTA 01084",1125,"ZCTA 01084",428
"G01085","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01085",,,,,,,"86000US01085",,"ZCTA 01085",1135,"ZCTA 01085",49
"G01086","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01086",,,,,,,"86000US01086",,"ZCTA 01086",,"ZCTA 01086",
"G01088","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01088",,,,,,,"86000US01088",,"ZCTA 01088",941,"ZCTA 01088",86
"G01089","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01089",,,,,,,"86000US01089",,"ZCTA 01089",1015,"ZCTA 01089",55
"G01092","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01092",,,,,,,"86000US01092",,"ZCTA 01092",1318,"ZCTA 01092",780
"G01093","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01093",,,,,,,"86000US01093",,"ZCTA 01093",1659,"ZCTA 01093",179
"G01094","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01094",,,,,,,"86000US01094",,"ZCTA 01094",607,"ZCTA 01094",441
"G01095","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01095",,,,,,,"86000US01095",,"ZCTA 01095",1497,"ZCTA 01095",182
"G01096","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01096",,,,,,,"86000US01096",,"ZCTA 01096",1263,"ZCTA 01096",217
"G01097","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01097",,,,,,,"86000US01097",,"ZCTA 01097",1475,"ZCTA 01097",575
"G01098","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01098",,,,,,,"86000US01098",,"ZCTA 01098",1172,"ZCTA 01098",130
"G01103","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01103",,,,,,,"86000US01103",,"ZCTA 01103",811,"ZCTA 01103",130
"G01104","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01104",,,,,,,"86000US01104",,"ZCTA 01104",1015,"ZCTA 01104",55
"G01105","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01105",,,,,,,"86000US01105",,"ZCTA 01105",753,"ZCTA 01105",52
"G01106","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01106",,,,,,,"86000US01106",,"ZCTA 01106",1957,"ZCTA 01106",158
"G01107","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01107",,,,,,,"86000US01107",,"ZCTA 01107",877,"ZCTA 01107",107
"G01108","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01108",,,,,,,"86000US01108",,"ZCTA 01108",1108,"ZCTA 01108",55
"G01109","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01109",,,,,,,"86000US01109",,"ZCTA 01109",993,"ZCTA 01109",44
"G01118","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01118",,,,,,,"86000US01118",,"ZCTA 01118",1290,"ZCTA 01118",82
"G01119","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01119",,,,,,,"86000US01119",,"ZCTA 01119",1086,"ZCTA 01119",123
"G01128","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01128",,,,,,,"86000US01128",,"ZCTA 01128",1236,"ZCTA 01128",226
"G01129","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01129",,,,,,,"86000US01129",,"ZCTA 01129",1192,"ZCTA 01129",82
"G01151","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01151",,,,,,,"86000US01151",,"ZCTA 01151",1114,"ZCTA 01151",90
"G01199","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01199",,,,,,,"86000US01199",,"ZCTA 01199",,"ZCTA 01199",
"G01201","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01201",,,,,,,"86000US01201",,"ZCTA 01201",1028,"ZCTA 01201",34
"G01220","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01220",,,,,,,"86000US01220",,"ZCTA 01220",836,"ZCTA 01220",36
"G01222","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01222",,,,,,,"86000US01222",,"ZCTA 01222",1454,"ZCTA 01222",211
"G01223","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01223",,,,,,,"86000US01223",,"ZCTA 01223",1153,"ZCTA 01223",68
"G01224","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01224",,,,,,,"86000US01224",,"ZCTA 01224",1509,"ZCTA 01224",465
"G01225","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01225",,,,,,,"86000US01225",,"ZCTA 01225",986,"ZCTA 01225",331
"G01226","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01226",,,,,,,"86000US01226",,"ZCTA 01226",1181,"ZCTA 01226",135
"G01229","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01229",,,,,,,"86000US01229",,"ZCTA 01229",943,"ZCTA 01229",403
"G01230","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01230",,,,,,,"86000US01230",,"ZCTA 01230",1246,"ZCTA 01230",121
"G01235","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01235",,,,,,,"86000US01235",,"ZCTA 01235",992,"ZCTA 01235",157
"G01236","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01236",,,,,,,"86000US01236",,"ZCTA 01236",1286,"ZCTA 01236",220
"G01237","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01237",,,,,,,"86000US01237",,"ZCTA 01237",1208,"ZCTA 01237",140
"G01238","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01238",,,,,,,"86000US01238",,"ZCTA 01238",1166,"ZCTA 01238",114
"G01240","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01240",,,,,,,"86000US01240",,"ZCTA 01240",1120,"ZCTA 01240",115
"G01242","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01242",,,,,,,"86000US01242",,"ZCTA 01242",1288,"ZCTA 01242",287
"G01243","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01243",,,,,,,"86000US01243",,"ZCTA 01243",845,"ZCTA 01243",140
"G01244","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01244",,,,,,,"86000US01244",,"ZCTA 01244",1581,"ZCTA 01244",245
"G01245","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01245",,,,,,,"86000US01245",,"ZCTA 01245",897,"ZCTA 01245",195
"G01247","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01247",,,,,,,"86000US01247",,"ZCTA 01247",879,"ZCTA 01247",48
"G01253","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01253",,,,,,,"86000US01253",,"ZCTA 01253",1157,"ZCTA 01253",264
"G01254","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01254",,,,,,,"86000US01254",,"ZCTA 01254",1476,"ZCTA 01254",175
"G01255","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01255",,,,,,,"86000US01255",,"ZCTA 01255",1114,"ZCTA 01255",204
"G01256","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01256",,,,,,,"86000US01256",,"ZCTA 01256",911,"ZCTA 01256",91
"G01257","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01257",,,,,,,"86000US01257",,"ZCTA 01257",1190,"ZCTA 01257",197
"G01258","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01258",,,,,,,"86000US01258",,"ZCTA 01258",1325,"ZCTA 01258",384
"G01259","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01259",,,,,,,"86000US01259",,"ZCTA 01259",1352,"ZCTA 01259",170
"G01260","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01260",,,,,,,"86000US01260",,"ZCTA 01260",1339,"ZCTA 01260",669
"G01262","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01262",,,,,,,"86000US01262",,"ZCTA 01262",1191,"ZCTA 01262",261
"G01264","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01264",,,,,,,"86000US01264",,"ZCTA 01264",925,"ZCTA 01264",381
"G01266","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01266",,,,,,,"86000US01266",,"ZCTA 01266",1411,"ZCTA 01266",198
"G01267","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01267",,,,,,,"86000US01267",,"ZCTA 01267",1260,"ZCTA 01267",121
"G01270","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01270",,,,,,,"86000US01270",,"ZCTA 01270",1511,"ZCTA 01270",135
"G01301","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01301",,,,,,,"86000US01301",,"ZCTA 01301",1014,"ZCTA 01301",49
"G01330","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01330",,,,,,,"86000US01330",,"ZCTA 01330",1214,"ZCTA 01330",156
"G01331","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01331",,,,,,,"86000US01331",,"ZCTA 01331",1062,"ZCTA 01331",52
"G01337","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01337",,,,,,,"86000US01337",,"ZCTA 01337",1277,"ZCTA 01337",141
"G01338","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01338",,,,,,,"86000US01338",,"ZCTA 01338",,"ZCTA 01338",
"G01339","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01339",,,,,,,"86000US01339",,"ZCTA 01339",933,"ZCTA 01339",154
"G01340","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01340",,,,,,,"86000US01340",,"ZCTA 01340",1043,"ZCTA 01340",63
"G01341","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01341",,,,,,,"86000US01341",,"ZCTA 01341",1381,"ZCTA 01341",137
"G01342","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01342",,,,,,,"86000US01342",,"ZCTA 01342",1622,"ZCTA 01342",104
"G01343","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01343",,,,,,,"86000US01343",,"ZCTA 01343",792,"ZCTA 01343",693
"G01344","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01344",,,,,,,"86000US01344",,"ZCTA 01344",1085,"ZCTA 01344",115
"G01346","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01346",,,,,,,"86000US01346",,"ZCTA 01346",1061,"ZCTA 01346",218
"G01347","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01347",,,,,,,"86000US01347",,"ZCTA 01347",,"ZCTA 01347",
"G01349","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01349",,,,,,,"86000US01349",,"ZCTA 01349",1196,"ZCTA 01349",266
"G01350","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01350",,,,,,,"86000US01350",,"ZCTA 01350",890,"ZCTA 01350",137
"G01351","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01351",,,,,,,"86000US01351",,"ZCTA 01351",1283,"ZCTA 01351",183
"G01354","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01354",,,,,,,"86000US01354",,"ZCTA 01354",1222,"ZCTA 01354",156
"G01355","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01355",,,,,,,"86000US01355",,"ZCTA 01355",1266,"ZCTA 01355",285
"G01360","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01360",,,,,,,"86000US01360",,"ZCTA 01360",1312,"ZCTA 01360",195
"G01364","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01364",,,,,,,"86000US01364",,"ZCTA 01364",965,"ZCTA 01364",66
"G01366","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01366",,,,,,,"86000US01366",,"ZCTA 01366",1153,"ZCTA 01366",127
"G01367","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01367",,,,,,,"86000US01367",,"ZCTA 01367",850,"ZCTA 01367",261
"G01368","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01368",,,,,,,"86000US01368",,"ZCTA 01368",1182,"ZCTA 01368",200
"G01370","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01370",,,,,,,"86000US01370",,"ZCTA 01370",999,"ZCTA 01370",78
"G01373","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01373",,,,,,,"86000US01373",,"ZCTA 01373",1507,"ZCTA 01373",355
"G01375","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01375",,,,,,,"86000US01375",,"ZCTA 01375",1318,"ZCTA 01375",121
"G01376","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01376",,,,,,,"86000US01376",,"ZCTA 01376",969,"ZCTA 01376",49
"G01378","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01378",,,,,,,"86000US01378",,"ZCTA 01378",923,"ZCTA 01378",202
"G01379","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01379",,,,,,,"86000US01379",,"ZCTA 01379",891,"ZCTA 01379",152
"G01420","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01420",,,,,,,"86000US01420",,"ZCTA 01420",1165,"ZCTA 01420",49
"G01430","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01430",,,,,,,"86000US01430",,"ZCTA 01430",1578,"ZCTA 01430",116
"G01431","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01431",,,,,,,"86000US01431",,"ZCTA 01431",1463,"ZCTA 01431",176
"G01432","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01432",,,,,,,"86000US01432",,"ZCTA 01432",1460,"ZCTA 01432",165
"G01434","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01434",,,,,,,"86000US01434",,"ZCTA 01434",1995,"ZCTA 01434",323
"G01436","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01436",,,,,,,"86000US01436",,"ZCTA 01436",1129,"ZCTA 01436",65
"G01438","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01438",,,,,,,"86000US01438",,"ZCTA 01438",1089,"ZCTA 01438",235
"G01440","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01440",,,,,,,"86000US01440",,"ZCTA 01440",985,"ZCTA 01440",69
"G01450","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01450",,,,,,,"86000US01450",,"ZCTA 01450",2162,"ZCTA 01450",212
"G01451","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01451",,,,,,,"86000US01451",,"ZCTA 01451",2376,"ZCTA 01451",415
"G01452","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01452",,,,,,,"86000US01452",,"ZCTA 01452",1423,"ZCTA 01452",255
"G01453","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01453",,,,,,,"86000US01453",,"ZCTA 01453",1155,"ZCTA 01453",51
"G01460","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01460",,,,,,,"86000US01460",,"ZCTA 01460",2008,"ZCTA 01460",148
"G01462","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01462",,,,,,,"86000US01462",,"ZCTA 01462",1635,"ZCTA 01462",139
"G01463","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01463",,,,,,,"86000US01463",,"ZCTA 01463",1816,"ZCTA 01463",155
"G01464","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01464",,,,,,,"86000US01464",,"ZCTA 01464",1582,"ZCTA 01464",394
"G01467","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01467",,,,,,,"86000US01467",,"ZCTA 01467",1458,"ZCTA 01467",852
"G01468","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01468",,,,,,,"86000US01468",,"ZCTA 01468",1362,"ZCTA 01468",230
"G01469","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01469",,,,,,,"86000US01469",,"ZCTA 01469",1695,"ZCTA 01469",171
"G01473","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01473",,,,,,,"86000US01473",,"ZCTA 01473",1480,"ZCTA 01473",195
"G01474","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01474",,,,,,,"86000US01474",,"ZCTA 01474",1775,"ZCTA 01474",218
"G01475","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01475",,,,,,,"86000US01475",,"ZCTA 01475",1338,"ZCTA 01475",109
"G01501","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01501",,,,,,,"86000US01501",,"ZCTA 01501",1462,"ZCTA 01501",125
"G01503","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01503",,,,,,,"86000US01503",,"ZCTA 01503",1660,"ZCTA 01503",181
"G01504","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01504",,,,,,,"86000US01504",,"ZCTA 01504",1490,"ZCTA 01504",181
"G01505","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01505",,,,,,,"86000US01505",,"ZCTA 01505",1856,"ZCTA 01505",159
"G01506","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01506",,,,,,,"86000US01506",,"ZCTA 01506",1171,"ZCTA 01506",205
"G01507","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01507",,,,,,,"86000US01507",,"ZCTA 01507",1552,"ZCTA 01507",80
"G01510","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01510",,,,,,,"86000US01510",,"ZCTA 01510",1261,"ZCTA 01510",108
"G01515","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01515",,,,,,,"86000US01515",,"ZCTA 01515",1156,"ZCTA 01515",186
"G01516","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01516",,,,,,,"86000US01516",,"ZCTA 01516",1675,"ZCTA 01516",226
"G01518","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01518",,,,,,,"86000US01518",,"ZCTA 01518",1328,"ZCTA 01518",469
"G01519","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01519",,,,,,,"86000US01519",,"ZCTA 01519",1988,"ZCTA 01519",177
"G01520","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01520",,,,,,,"86000US01520",,"ZCTA 01520",1797,"ZCTA 01520",72
"G01521","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01521",,,,,,,"86000US01521",,"ZCTA 01521",1234,"ZCTA 01521",117
"G01522","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01522",,,,,,,"86000US01522",,"ZCTA 01522",1519,"ZCTA 01522",231
"G01523","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01523",,,,,,,"86000US01523",,"ZCTA 01523",1753,"ZCTA 01523",156
"G01524","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01524",,,,,,,"86000US01524",,"ZCTA 01524",1354,"ZCTA 01524",199
"G01525","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01525",,,,,,,"86000US01525",,"ZCTA 01525",993,"ZCTA 01525",450
"G01527","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01527",,,,,,,"86000US01527",,"ZCTA 01527",1451,"ZCTA 01527",144
"G01529","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01529",,,,,,,"86000US01529",,"ZCTA 01529",1389,"ZCTA 01529",255
"G01531","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01531",,,,,,,"86000US01531",,"ZCTA 01531",1299,"ZCTA 01531",238
"G01532","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01532",,,,,,,"86000US01532",,"ZCTA 01532",2303,"ZCTA 01532",132
"G01534","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01534",,,,,,,"86000US01534",,"ZCTA 01534",1709,"ZCTA 01534",359
"G01535","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01535",,,,,,,"86000US01535",,"ZCTA 01535",989,"ZCTA 01535",194
"G01536","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01536",,,,,,,"86000US01536",,"ZCTA 01536",1714,"ZCTA 01536",209
"G01537","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01537",,,,,,,"86000US01537",,"ZCTA 01537",1247,"ZCTA 01537",456
"G01540","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01540",,,,,,,"86000US01540",,"ZCTA 01540",1535,"ZCTA 01540",118
"G01541","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01541",,,,,,,"86000US01541",,"ZCTA 01541",1591,"ZCTA 01541",149
"G01542","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01542",,,,,,,"86000US01542",,"ZCTA 01542",1603,"ZCTA 01542",134
"G01543","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01543",,,,,,,"86000US01543",,"ZCTA 01543",1869,"ZCTA 01543",237
"G01545","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01545",,,,,,,"86000US01545",,"ZCTA 01545",1755,"ZCTA 01545",77
"G01550","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01550",,,,,,,"86000US01550",,"ZCTA 01550",1033,"ZCTA 01550",64
"G01560","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01560",,,,,,,"86000US01560",,"ZCTA 01560",1516,"ZCTA 01560",155
"G01561","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01561",,,,,,,"86000US01561",,"ZCTA 01561",,"ZCTA 01561",
"G01562","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01562",,,,,,,"86000US01562",,"ZCTA 01562",1088,"ZCTA 01562",139
"G01564","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01564",,,,,,,"86000US01564",,"ZCTA 01564",1810,"ZCTA 01564",168
"G01566","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01566",,,,,,,"86000US01566",,"ZCTA 01566",1722,"ZCTA 01566",131
"G01568","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01568",,,,,,,"86000US01568",,"ZCTA 01568",1924,"ZCTA 01568",221
"G01569","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01569",,,,,,,"86000US01569",,"ZCTA 01569",1474,"ZCTA 01569",123
"G01570","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01570",,,,,,,"86000US01570",,"ZCTA 01570",1081,"ZCTA 01570",60
"G01571","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01571",,,,,,,"86000US01571",,"ZCTA 01571",1213,"ZCTA 01571",92
"G01581","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01581",,,,,,,"86000US01581",,"ZCTA 01581",1916,"ZCTA 01581",48
"G01583","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01583",,,,,,,"86000US01583",,"ZCTA 01583",1549,"ZCTA 01583",244
"G01585","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01585",,,,,,,"86000US01585",,"ZCTA 01585",1278,"ZCTA 01585",188
"G01588","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01588",,,,,,,"86000US01588",,"ZCTA 01588",1245,"ZCTA 01588",119
"G01590","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01590",,,,,,,"86000US01590",,"ZCTA 01590",1666,"ZCTA 01590",150
"G01602","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01602",,,,,,,"86000US01602",,"ZCTA 01602",1355,"ZCTA 01602",67
"G01603","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01603",,,,,,,"86000US01603",,"ZCTA 01603",1129,"ZCTA 01603",41
"G01604","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01604",,,,,,,"86000US01604",,"ZCTA 01604",1307,"ZCTA 01604",41
"G01605","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01605",,,,,,,"86000US01605",,"ZCTA 01605",1109,"ZCTA 01605",52
"G01606","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01606",,,,,,,"86000US01606",,"ZCTA 01606",1384,"ZCTA 01606",73
"G01607","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01607",,,,,,,"86000US01607",,"ZCTA 01607",1154,"ZCTA 01607",85
"G01608","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01608",,,,,,,"86000US01608",,"ZCTA 01608",1078,"ZCTA 01608",100
"G01609","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01609",,,,,,,"86000US01609",,"ZCTA 01609",1153,"ZCTA 01609",46
"G01610","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"01610",,,,,,,"86000US01610",,"ZCTA 01610",1086,"ZCTA 01610",41
