GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,ANDYE001,NAME_M,ANDYM001
"G64423","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64423",,,,,,,"86000US64423",,"ZCTA 64423",604,"ZCTA 64423",164
"G64424","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64424",,,,,,,"86000US64424",,"ZCTA 64424",536,"ZCTA 64424",77
"G64426","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64426",,,,,,,"86000US64426",,"ZCTA 64426",503,"ZCTA 64426",99
"G64427","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64427",,,,,,,"86000US64427",,"ZCTA 64427",563,"ZCTA 64427",89
"G64428","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64428",,,,,,,"86000US64428",,"ZCTA 64428",579,"ZCTA 64428",70
"G64429","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64429",,,,,,,"86000US64429",,"ZCTA 64429",886,"ZCTA 64429",91
"G64430","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64430",,,,,,,"86000US64430",,"ZCTA 64430",660,"ZCTA 64430",165
"G64431","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64431",,,,,,,"86000US64431",,"ZCTA 64431",575,"ZCTA 64431",100
"G64432","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64432",,,,,,,"86000US64432",,"ZCTA 64432",400,"ZCTA 64432",254
"G64433","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64433",,,,,,,"86000US64433",,"ZCTA 64433",,"ZCTA 64433",
"G64434","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64434",,,,,,,"86000US64434",,"ZCTA 64434",780,"ZCTA 64434",387
"G64436","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64436",,,,,,,"86000US64436",,"ZCTA 64436",679,"ZCTA 64436",325
"G64437","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64437",,,,,,,"86000US64437",,"ZCTA 64437",481,"ZCTA 64437",129
"G64438","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64438",,,,,,,"86000US64438",,"ZCTA 64438",667,"ZCTA 64438",544
"G64439","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64439",,,,,,,"86000US64439",,"ZCTA 64439",933,"ZCTA 64439",136
"G64440","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64440",,,,,,,"86000US64440",,"ZCTA 64440",962,"ZCTA 64440",138
"G64441","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64441",,,,,,,"86000US64441",,"ZCTA 64441",,"ZCTA 64441",
"G64442","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64442",,,,,,,"86000US64442",,"ZCTA 64442",605,"ZCTA 64442",92
"G64443","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64443",,,,,,,"86000US64443",,"ZCTA 64443",898,"ZCTA 64443",242
"G64444","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64444",,,,,,,"86000US64444",,"ZCTA 64444",1031,"ZCTA 64444",175
"G64445","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64445",,,,,,,"86000US64445",,"ZCTA 64445",592,"ZCTA 64445",231
"G64446","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64446",,,,,,,"86000US64446",,"ZCTA 64446",512,"ZCTA 64446",60
"G64448","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64448",,,,,,,"86000US64448",,"ZCTA 64448",775,"ZCTA 64448",258
"G64449","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64449",,,,,,,"86000US64449",,"ZCTA 64449",572,"ZCTA 64449",106
"G64451","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64451",,,,,,,"86000US64451",,"ZCTA 64451",429,"ZCTA 64451",146
"G64453","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64453",,,,,,,"86000US64453",,"ZCTA 64453",930,"ZCTA 64453",863
"G64454","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64454",,,,,,,"86000US64454",,"ZCTA 64454",913,"ZCTA 64454",99
"G64455","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64455",,,,,,,"86000US64455",,"ZCTA 64455",443,"ZCTA 64455",166
"G64456","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64456",,,,,,,"86000US64456",,"ZCTA 64456",516,"ZCTA 64456",86
"G64457","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64457",,,,,,,"86000US64457",,"ZCTA 64457",625,"ZCTA 64457",178
"G64458","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64458",,,,,,,"86000US64458",,"ZCTA 64458",330,"ZCTA 64458",193
"G64459","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64459",,,,,,,"86000US64459",,"ZCTA 64459",765,"ZCTA 64459",162
"G64461","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64461",,,,,,,"86000US64461",,"ZCTA 64461",515,"ZCTA 64461",73
"G64463","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64463",,,,,,,"86000US64463",,"ZCTA 64463",714,"ZCTA 64463",92
"G64465","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64465",,,,,,,"86000US64465",,"ZCTA 64465",801,"ZCTA 64465",87
"G64466","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64466",,,,,,,"86000US64466",,"ZCTA 64466",470,"ZCTA 64466",100
"G64467","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64467",,,,,,,"86000US64467",,"ZCTA 64467",378,"ZCTA 64467",190
"G64468","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64468",,,,,,,"86000US64468",,"ZCTA 64468",688,"ZCTA 64468",51
"G64469","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64469",,,,,,,"86000US64469",,"ZCTA 64469",674,"ZCTA 64469",61
"G64470","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64470",,,,,,,"86000US64470",,"ZCTA 64470",544,"ZCTA 64470",62
"G64471","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64471",,,,,,,"86000US64471",,"ZCTA 64471",501,"ZCTA 64471",96
"G64473","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64473",,,,,,,"86000US64473",,"ZCTA 64473",547,"ZCTA 64473",60
"G64474","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64474",,,,,,,"86000US64474",,"ZCTA 64474",652,"ZCTA 64474",92
"G64475","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64475",,,,,,,"86000US64475",,"ZCTA 64475",518,"ZCTA 64475",131
"G64476","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64476",,,,,,,"86000US64476",,"ZCTA 64476",600,"ZCTA 64476",79
"G64477","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64477",,,,,,,"86000US64477",,"ZCTA 64477",824,"ZCTA 64477",118
"G64479","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64479",,,,,,,"86000US64479",,"ZCTA 64479",650,"ZCTA 64479",112
"G64480","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64480",,,,,,,"86000US64480",,"ZCTA 64480",596,"ZCTA 64480",31
"G64481","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64481",,,,,,,"86000US64481",,"ZCTA 64481",520,"ZCTA 64481",67
"G64482","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64482",,,,,,,"86000US64482",,"ZCTA 64482",627,"ZCTA 64482",60
"G64483","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64483",,,,,,,"86000US64483",,"ZCTA 64483",904,"ZCTA 64483",217
"G64484","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64484",,,,,,,"86000US64484",,"ZCTA 64484",596,"ZCTA 64484",167
"G64485","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64485",,,,,,,"86000US64485",,"ZCTA 64485",790,"ZCTA 64485",60
"G64486","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64486",,,,,,,"86000US64486",,"ZCTA 64486",463,"ZCTA 64486",34
"G64487","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64487",,,,,,,"86000US64487",,"ZCTA 64487",478,"ZCTA 64487",63
"G64489","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64489",,,,,,,"86000US64489",,"ZCTA 64489",565,"ZCTA 64489",56
"G64490","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64490",,,,,,,"86000US64490",,"ZCTA 64490",753,"ZCTA 64490",96
"G64491","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64491",,,,,,,"86000US64491",,"ZCTA 64491",484,"ZCTA 64491",20
"G64492","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64492",,,,,,,"86000US64492",,"ZCTA 64492",1147,"ZCTA 64492",136
"G64493","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64493",,,,,,,"86000US64493",,"ZCTA 64493",735,"ZCTA 64493",178
"G64494","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64494",,,,,,,"86000US64494",,"ZCTA 64494",693,"ZCTA 64494",126
"G64496","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64496",,,,,,,"86000US64496",,"ZCTA 64496",367,"ZCTA 64496",103
"G64497","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64497",,,,,,,"86000US64497",,"ZCTA 64497",,"ZCTA 64497",
"G64498","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64498",,,,,,,"86000US64498",,"ZCTA 64498",468,"ZCTA 64498",67
"G64499","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64499",,,,,,,"86000US64499",,"ZCTA 64499",,"ZCTA 64499",
"G64501","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64501",,,,,,,"86000US64501",,"ZCTA 64501",731,"ZCTA 64501",32
"G64503","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64503",,,,,,,"86000US64503",,"ZCTA 64503",756,"ZCTA 64503",76
"G64504","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64504",,,,,,,"86000US64504",,"ZCTA 64504",718,"ZCTA 64504",48
"G64505","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64505",,,,,,,"86000US64505",,"ZCTA 64505",812,"ZCTA 64505",57
"G64506","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64506",,,,,,,"86000US64506",,"ZCTA 64506",825,"ZCTA 64506",47
"G64507","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64507",,,,,,,"86000US64507",,"ZCTA 64507",822,"ZCTA 64507",50
"G64601","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64601",,,,,,,"86000US64601",,"ZCTA 64601",664,"ZCTA 64601",30
"G64620","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64620",,,,,,,"86000US64620",,"ZCTA 64620",1018,"ZCTA 64620",350
"G64622","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64622",,,,,,,"86000US64622",,"ZCTA 64622",503,"ZCTA 64622",35
"G64623","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64623",,,,,,,"86000US64623",,"ZCTA 64623",613,"ZCTA 64623",107
"G64624","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64624",,,,,,,"86000US64624",,"ZCTA 64624",606,"ZCTA 64624",52
"G64625","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64625",,,,,,,"86000US64625",,"ZCTA 64625",509,"ZCTA 64625",60
"G64628","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64628",,,,,,,"86000US64628",,"ZCTA 64628",540,"ZCTA 64628",45
"G64630","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64630",,,,,,,"86000US64630",,"ZCTA 64630",549,"ZCTA 64630",120
"G64631","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64631",,,,,,,"86000US64631",,"ZCTA 64631",444,"ZCTA 64631",72
"G64632","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64632",,,,,,,"86000US64632",,"ZCTA 64632",431,"ZCTA 64632",117
"G64633","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64633",,,,,,,"86000US64633",,"ZCTA 64633",639,"ZCTA 64633",48
"G64635","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64635",,,,,,,"86000US64635",,"ZCTA 64635",569,"ZCTA 64635",53
"G64636","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64636",,,,,,,"86000US64636",,"ZCTA 64636",385,"ZCTA 64636",59
"G64637","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64637",,,,,,,"86000US64637",,"ZCTA 64637",481,"ZCTA 64637",54
"G64638","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64638",,,,,,,"86000US64638",,"ZCTA 64638",546,"ZCTA 64638",218
"G64639","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64639",,,,,,,"86000US64639",,"ZCTA 64639",492,"ZCTA 64639",137
"G64640","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64640",,,,,,,"86000US64640",,"ZCTA 64640",658,"ZCTA 64640",95
"G64641","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64641",,,,,,,"86000US64641",,"ZCTA 64641",605,"ZCTA 64641",119
"G64642","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64642",,,,,,,"86000US64642",,"ZCTA 64642",545,"ZCTA 64642",119
"G64643","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64643",,,,,,,"86000US64643",,"ZCTA 64643",613,"ZCTA 64643",133
"G64644","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64644",,,,,,,"86000US64644",,"ZCTA 64644",872,"ZCTA 64644",54
"G64645","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64645",,,,,,,"86000US64645",,"ZCTA 64645",335,"ZCTA 64645",96
"G64646","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64646",,,,,,,"86000US64646",,"ZCTA 64646",450,"ZCTA 64646",167
"G64647","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64647",,,,,,,"86000US64647",,"ZCTA 64647",538,"ZCTA 64647",254
"G64648","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64648",,,,,,,"86000US64648",,"ZCTA 64648",514,"ZCTA 64648",75
"G64649","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64649",,,,,,,"86000US64649",,"ZCTA 64649",586,"ZCTA 64649",140
"G64650","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64650",,,,,,,"86000US64650",,"ZCTA 64650",703,"ZCTA 64650",221
"G64651","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64651",,,,,,,"86000US64651",,"ZCTA 64651",465,"ZCTA 64651",125
"G64652","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64652",,,,,,,"86000US64652",,"ZCTA 64652",431,"ZCTA 64652",48
"G64653","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64653",,,,,,,"86000US64653",,"ZCTA 64653",559,"ZCTA 64653",57
"G64654","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64654",,,,,,,"86000US64654",,"ZCTA 64654",525,"ZCTA 64654",293
"G64655","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64655",,,,,,,"86000US64655",,"ZCTA 64655",522,"ZCTA 64655",104
"G64656","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64656",,,,,,,"86000US64656",,"ZCTA 64656",508,"ZCTA 64656",64
"G64657","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64657",,,,,,,"86000US64657",,"ZCTA 64657",464,"ZCTA 64657",43
"G64658","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64658",,,,,,,"86000US64658",,"ZCTA 64658",601,"ZCTA 64658",73
"G64659","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64659",,,,,,,"86000US64659",,"ZCTA 64659",659,"ZCTA 64659",68
"G64660","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64660",,,,,,,"86000US64660",,"ZCTA 64660",538,"ZCTA 64660",105
"G64661","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64661",,,,,,,"86000US64661",,"ZCTA 64661",537,"ZCTA 64661",83
"G64664","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64664",,,,,,,"86000US64664",,"ZCTA 64664",513,"ZCTA 64664",118
"G64667","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64667",,,,,,,"86000US64667",,"ZCTA 64667",484,"ZCTA 64667",49
"G64668","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64668",,,,,,,"86000US64668",,"ZCTA 64668",636,"ZCTA 64668",68
"G64670","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64670",,,,,,,"86000US64670",,"ZCTA 64670",579,"ZCTA 64670",73
"G64671","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64671",,,,,,,"86000US64671",,"ZCTA 64671",673,"ZCTA 64671",88
"G64672","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64672",,,,,,,"86000US64672",,"ZCTA 64672",,"ZCTA 64672",
"G64673","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64673",,,,,,,"86000US64673",,"ZCTA 64673",561,"ZCTA 64673",59
"G64674","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64674",,,,,,,"86000US64674",,"ZCTA 64674",570,"ZCTA 64674",74
"G64676","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64676",,,,,,,"86000US64676",,"ZCTA 64676",503,"ZCTA 64676",204
"G64679","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64679",,,,,,,"86000US64679",,"ZCTA 64679",447,"ZCTA 64679",87
"G64681","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64681",,,,,,,"86000US64681",,"ZCTA 64681",710,"ZCTA 64681",290
"G64682","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64682",,,,,,,"86000US64682",,"ZCTA 64682",559,"ZCTA 64682",143
"G64683","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64683",,,,,,,"86000US64683",,"ZCTA 64683",606,"ZCTA 64683",35
"G64686","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64686",,,,,,,"86000US64686",,"ZCTA 64686",471,"ZCTA 64686",15
"G64688","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64688",,,,,,,"86000US64688",,"ZCTA 64688",465,"ZCTA 64688",185
"G64689","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64689",,,,,,,"86000US64689",,"ZCTA 64689",841,"ZCTA 64689",189
"G64701","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64701",,,,,,,"86000US64701",,"ZCTA 64701",949,"ZCTA 64701",47
"G64720","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64720",,,,,,,"86000US64720",,"ZCTA 64720",702,"ZCTA 64720",69
"G64722","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64722",,,,,,,"86000US64722",,"ZCTA 64722",794,"ZCTA 64722",330
"G64723","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64723",,,,,,,"86000US64723",,"ZCTA 64723",848,"ZCTA 64723",157
"G64724","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64724",,,,,,,"86000US64724",,"ZCTA 64724",511,"ZCTA 64724",70
"G64725","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64725",,,,,,,"86000US64725",,"ZCTA 64725",910,"ZCTA 64725",74
"G64726","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64726",,,,,,,"86000US64726",,"ZCTA 64726",958,"ZCTA 64726",355
"G64728","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64728",,,,,,,"86000US64728",,"ZCTA 64728",659,"ZCTA 64728",207
"G64730","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64730",,,,,,,"86000US64730",,"ZCTA 64730",631,"ZCTA 64730",35
"G64733","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64733",,,,,,,"86000US64733",,"ZCTA 64733",699,"ZCTA 64733",58
"G64734","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64734",,,,,,,"86000US64734",,"ZCTA 64734",1211,"ZCTA 64734",266
"G64735","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64735",,,,,,,"86000US64735",,"ZCTA 64735",700,"ZCTA 64735",42
"G64738","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64738",,,,,,,"86000US64738",,"ZCTA 64738",733,"ZCTA 64738",227
"G64739","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64739",,,,,,,"86000US64739",,"ZCTA 64739",878,"ZCTA 64739",272
"G64740","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64740",,,,,,,"86000US64740",,"ZCTA 64740",552,"ZCTA 64740",64
"G64741","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64741",,,,,,,"86000US64741",,"ZCTA 64741",393,"ZCTA 64741",111
"G64742","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64742",,,,,,,"86000US64742",,"ZCTA 64742",821,"ZCTA 64742",199
"G64743","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64743",,,,,,,"86000US64743",,"ZCTA 64743",796,"ZCTA 64743",85
"G64744","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64744",,,,,,,"86000US64744",,"ZCTA 64744",617,"ZCTA 64744",69
"G64745","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64745",,,,,,,"86000US64745",,"ZCTA 64745",921,"ZCTA 64745",400
"G64746","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64746",,,,,,,"86000US64746",,"ZCTA 64746",857,"ZCTA 64746",54
"G64747","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64747",,,,,,,"86000US64747",,"ZCTA 64747",891,"ZCTA 64747",80
"G64748","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64748",,,,,,,"86000US64748",,"ZCTA 64748",548,"ZCTA 64748",48
"G64750","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64750",,,,,,,"86000US64750",,"ZCTA 64750",585,"ZCTA 64750",116
"G64752","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64752",,,,,,,"86000US64752",,"ZCTA 64752",636,"ZCTA 64752",139
"G64755","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64755",,,,,,,"86000US64755",,"ZCTA 64755",625,"ZCTA 64755",129
"G64756","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64756",,,,,,,"86000US64756",,"ZCTA 64756",379,"ZCTA 64756",103
"G64759","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64759",,,,,,,"86000US64759",,"ZCTA 64759",617,"ZCTA 64759",83
"G64761","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64761",,,,,,,"86000US64761",,"ZCTA 64761",797,"ZCTA 64761",106
"G64762","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64762",,,,,,,"86000US64762",,"ZCTA 64762",520,"ZCTA 64762",80
"G64763","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64763",,,,,,,"86000US64763",,"ZCTA 64763",578,"ZCTA 64763",64
"G64765","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64765",,,,,,,"86000US64765",,"ZCTA 64765",,"ZCTA 64765",
"G64767","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64767",,,,,,,"86000US64767",,"ZCTA 64767",324,"ZCTA 64767",46
"G64769","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64769",,,,,,,"86000US64769",,"ZCTA 64769",373,"ZCTA 64769",119
"G64770","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64770",,,,,,,"86000US64770",,"ZCTA 64770",510,"ZCTA 64770",67
"G64771","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64771",,,,,,,"86000US64771",,"ZCTA 64771",516,"ZCTA 64771",138
"G64772","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64772",,,,,,,"86000US64772",,"ZCTA 64772",662,"ZCTA 64772",48
"G64776","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64776",,,,,,,"86000US64776",,"ZCTA 64776",555,"ZCTA 64776",85
"G64778","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64778",,,,,,,"86000US64778",,"ZCTA 64778",682,"ZCTA 64778",115
"G64779","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64779",,,,,,,"86000US64779",,"ZCTA 64779",501,"ZCTA 64779",77
"G64780","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64780",,,,,,,"86000US64780",,"ZCTA 64780",623,"ZCTA 64780",220
"G64781","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64781",,,,,,,"86000US64781",,"ZCTA 64781",393,"ZCTA 64781",286
"G64783","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64783",,,,,,,"86000US64783",,"ZCTA 64783",426,"ZCTA 64783",103
"G64784","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64784",,,,,,,"86000US64784",,"ZCTA 64784",573,"ZCTA 64784",95
"G64788","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64788",,,,,,,"86000US64788",,"ZCTA 64788",713,"ZCTA 64788",150
"G64790","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64790",,,,,,,"86000US64790",,"ZCTA 64790",539,"ZCTA 64790",102
"G64801","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64801",,,,,,,"86000US64801",,"ZCTA 64801",736,"ZCTA 64801",36
"G64804","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64804",,,,,,,"86000US64804",,"ZCTA 64804",766,"ZCTA 64804",29
"G64830","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64830",,,,,,,"86000US64830",,"ZCTA 64830",761,"ZCTA 64830",92
