GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,AGQNE001,NAME_M,AGQNM001
"G12923","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12923",,,,,,,"86000US12923",,"ZCTA5 12923",478,"ZCTA5 12923",123
"G12924","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12924",,,,,,,"86000US12924",,"ZCTA5 12924",610,"ZCTA5 12924",540
"G12926","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12926",,,,,,,"86000US12926",,"ZCTA5 12926",673,"ZCTA5 12926",66
"G12927","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12927",,,,,,,"86000US12927",,"ZCTA5 12927",856,"ZCTA5 12927",109
"G12928","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12928",,,,,,,"86000US12928",,"ZCTA5 12928",700,"ZCTA5 12928",126
"G12929","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12929",,,,,,,"86000US12929",,"ZCTA5 12929",723,"ZCTA5 12929",48
"G12930","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12930",,,,,,,"86000US12930",,"ZCTA5 12930",721,"ZCTA5 12930",147
"G12932","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12932",,,,,,,"86000US12932",,"ZCTA5 12932",798,"ZCTA5 12932",96
"G12933","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12933",,,,,,,"86000US12933",,"ZCTA5 12933",.,"ZCTA5 12933",.
"G12934","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12934",,,,,,,"86000US12934",,"ZCTA5 12934",745,"ZCTA5 12934",53
"G12935","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12935",,,,,,,"86000US12935",,"ZCTA5 12935",667,"ZCTA5 12935",85
"G12936","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12936",,,,,,,"86000US12936",,"ZCTA5 12936",778,"ZCTA5 12936",119
"G12937","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12937",,,,,,,"86000US12937",,"ZCTA5 12937",639,"ZCTA5 12937",79
"G12939","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12939",,,,,,,"86000US12939",,"ZCTA5 12939",1106,"ZCTA5 12939",106
"G12941","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12941",,,,,,,"86000US12941",,"ZCTA5 12941",971,"ZCTA5 12941",112
"G12942","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12942",,,,,,,"86000US12942",,"ZCTA5 12942",808,"ZCTA5 12942",222
"G12943","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12943",,,,,,,"86000US12943",,"ZCTA5 12943",1106,"ZCTA5 12943",249
"G12944","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12944",,,,,,,"86000US12944",,"ZCTA5 12944",735,"ZCTA5 12944",60
"G12945","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12945",,,,,,,"86000US12945",,"ZCTA5 12945",856,"ZCTA5 12945",317
"G12946","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12946",,,,,,,"86000US12946",,"ZCTA5 12946",869,"ZCTA5 12946",84
"G12950","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12950",,,,,,,"86000US12950",,"ZCTA5 12950",652,"ZCTA5 12950",169
"G12952","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12952",,,,,,,"86000US12952",,"ZCTA5 12952",770,"ZCTA5 12952",82
"G12953","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12953",,,,,,,"86000US12953",,"ZCTA5 12953",733,"ZCTA5 12953",67
"G12955","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12955",,,,,,,"86000US12955",,"ZCTA5 12955",725,"ZCTA5 12955",90
"G12956","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12956",,,,,,,"86000US12956",,"ZCTA5 12956",677,"ZCTA5 12956",101
"G12957","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12957",,,,,,,"86000US12957",,"ZCTA5 12957",632,"ZCTA5 12957",61
"G12958","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12958",,,,,,,"86000US12958",,"ZCTA5 12958",533,"ZCTA5 12958",66
"G12959","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12959",,,,,,,"86000US12959",,"ZCTA5 12959",551,"ZCTA5 12959",55
"G12960","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12960",,,,,,,"86000US12960",,"ZCTA5 12960",924,"ZCTA5 12960",105
"G12961","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12961",,,,,,,"86000US12961",,"ZCTA5 12961",579,"ZCTA5 12961",125
"G12962","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12962",,,,,,,"86000US12962",,"ZCTA5 12962",784,"ZCTA5 12962",107
"G12964","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12964",,,,,,,"86000US12964",,"ZCTA5 12964",761,"ZCTA5 12964",106
"G12965","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12965",,,,,,,"86000US12965",,"ZCTA5 12965",850,"ZCTA5 12965",332
"G12966","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12966",,,,,,,"86000US12966",,"ZCTA5 12966",634,"ZCTA5 12966",32
"G12967","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12967",,,,,,,"86000US12967",,"ZCTA5 12967",577,"ZCTA5 12967",142
"G12969","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12969",,,,,,,"86000US12969",,"ZCTA5 12969",502,"ZCTA5 12969",134
"G12970","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12970",,,,,,,"86000US12970",,"ZCTA5 12970",1014,"ZCTA5 12970",426
"G12972","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12972",,,,,,,"86000US12972",,"ZCTA5 12972",849,"ZCTA5 12972",157
"G12973","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12973",,,,,,,"86000US12973",,"ZCTA5 12973",921,"ZCTA5 12973",108
"G12974","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12974",,,,,,,"86000US12974",,"ZCTA5 12974",835,"ZCTA5 12974",107
"G12975","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12975",,,,,,,"86000US12975",,"ZCTA5 12975",1045,"ZCTA5 12975",647
"G12976","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12976",,,,,,,"86000US12976",,"ZCTA5 12976",1071,"ZCTA5 12976",160
"G12977","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12977",,,,,,,"86000US12977",,"ZCTA5 12977",.,"ZCTA5 12977",.
"G12978","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12978",,,,,,,"86000US12978",,"ZCTA5 12978",.,"ZCTA5 12978",.
"G12979","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12979",,,,,,,"86000US12979",,"ZCTA5 12979",666,"ZCTA5 12979",40
"G12980","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12980",,,,,,,"86000US12980",,"ZCTA5 12980",566,"ZCTA5 12980",75
"G12981","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12981",,,,,,,"86000US12981",,"ZCTA5 12981",705,"ZCTA5 12981",193
"G12983","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12983",,,,,,,"86000US12983",,"ZCTA5 12983",832,"ZCTA5 12983",49
"G12985","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12985",,,,,,,"86000US12985",,"ZCTA5 12985",828,"ZCTA5 12985",167
"G12986","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12986",,,,,,,"86000US12986",,"ZCTA5 12986",707,"ZCTA5 12986",58
"G12987","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12987",,,,,,,"86000US12987",,"ZCTA5 12987",711,"ZCTA5 12987",276
"G12989","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12989",,,,,,,"86000US12989",,"ZCTA5 12989",762,"ZCTA5 12989",45
"G12992","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12992",,,,,,,"86000US12992",,"ZCTA5 12992",753,"ZCTA5 12992",74
"G12993","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12993",,,,,,,"86000US12993",,"ZCTA5 12993",769,"ZCTA5 12993",87
"G12996","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12996",,,,,,,"86000US12996",,"ZCTA5 12996",728,"ZCTA5 12996",106
"G12997","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12997",,,,,,,"86000US12997",,"ZCTA5 12997",901,"ZCTA5 12997",171
"G12998","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12998",,,,,,,"86000US12998",,"ZCTA5 12998",.,"ZCTA5 12998",.
"G13020","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13020",,,,,,,"86000US13020",,"ZCTA5 13020",638,"ZCTA5 13020",107
"G13021","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13021",,,,,,,"86000US13021",,"ZCTA5 13021",791,"ZCTA5 13021",24
"G13024","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13024",,,,,,,"86000US13024",,"ZCTA5 13024",.,"ZCTA5 13024",.
"G13026","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13026",,,,,,,"86000US13026",,"ZCTA5 13026",811,"ZCTA5 13026",165
"G13027","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13027",,,,,,,"86000US13027",,"ZCTA5 13027",977,"ZCTA5 13027",40
"G13028","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13028",,,,,,,"86000US13028",,"ZCTA5 13028",971,"ZCTA5 13028",52
"G13029","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13029",,,,,,,"86000US13029",,"ZCTA5 13029",1012,"ZCTA5 13029",82
"G13030","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13030",,,,,,,"86000US13030",,"ZCTA5 13030",860,"ZCTA5 13030",115
"G13031","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13031",,,,,,,"86000US13031",,"ZCTA5 13031",1011,"ZCTA5 13031",41
"G13032","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13032",,,,,,,"86000US13032",,"ZCTA5 13032",844,"ZCTA5 13032",40
"G13033","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13033",,,,,,,"86000US13033",,"ZCTA5 13033",882,"ZCTA5 13033",83
"G13034","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13034",,,,,,,"86000US13034",,"ZCTA5 13034",904,"ZCTA5 13034",138
"G13035","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13035",,,,,,,"86000US13035",,"ZCTA5 13035",1087,"ZCTA5 13035",71
"G13036","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13036",,,,,,,"86000US13036",,"ZCTA5 13036",854,"ZCTA5 13036",74
"G13037","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13037",,,,,,,"86000US13037",,"ZCTA5 13037",948,"ZCTA5 13037",99
"G13039","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13039",,,,,,,"86000US13039",,"ZCTA5 13039",1208,"ZCTA5 13039",73
"G13040","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13040",,,,,,,"86000US13040",,"ZCTA5 13040",797,"ZCTA5 13040",47
"G13041","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13041",,,,,,,"86000US13041",,"ZCTA5 13041",1269,"ZCTA5 13041",76
"G13042","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13042",,,,,,,"86000US13042",,"ZCTA5 13042",993,"ZCTA5 13042",181
"G13044","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13044",,,,,,,"86000US13044",,"ZCTA5 13044",858,"ZCTA5 13044",94
"G13045","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13045",,,,,,,"86000US13045",,"ZCTA5 13045",800,"ZCTA5 13045",27
"G13051","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13051",,,,,,,"86000US13051",,"ZCTA5 13051",738,"ZCTA5 13051",46
"G13052","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13052",,,,,,,"86000US13052",,"ZCTA5 13052",657,"ZCTA5 13052",50
"G13053","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13053",,,,,,,"86000US13053",,"ZCTA5 13053",943,"ZCTA5 13053",77
"G13054","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13054",,,,,,,"86000US13054",,"ZCTA5 13054",1017,"ZCTA5 13054",441
"G13057","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13057",,,,,,,"86000US13057",,"ZCTA5 13057",876,"ZCTA5 13057",37
"G13060","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13060",,,,,,,"86000US13060",,"ZCTA5 13060",751,"ZCTA5 13060",211
"G13061","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13061",,,,,,,"86000US13061",,"ZCTA5 13061",914,"ZCTA5 13061",106
"G13062","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13062",,,,,,,"86000US13062",,"ZCTA5 13062",1200,"ZCTA5 13062",1149
"G13063","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13063",,,,,,,"86000US13063",,"ZCTA5 13063",903,"ZCTA5 13063",99
"G13064","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13064",,,,,,,"86000US13064",,"ZCTA5 13064",1250,"ZCTA5 13064",630
"G13066","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13066",,,,,,,"86000US13066",,"ZCTA5 13066",1272,"ZCTA5 13066",80
"G13068","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13068",,,,,,,"86000US13068",,"ZCTA5 13068",890,"ZCTA5 13068",80
"G13069","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13069",,,,,,,"86000US13069",,"ZCTA5 13069",770,"ZCTA5 13069",33
"G13071","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13071",,,,,,,"86000US13071",,"ZCTA5 13071",767,"ZCTA5 13071",75
"G13072","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13072",,,,,,,"86000US13072",,"ZCTA5 13072",680,"ZCTA5 13072",72
"G13073","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13073",,,,,,,"86000US13073",,"ZCTA5 13073",873,"ZCTA5 13073",55
"G13074","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13074",,,,,,,"86000US13074",,"ZCTA5 13074",757,"ZCTA5 13074",100
"G13076","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13076",,,,,,,"86000US13076",,"ZCTA5 13076",1252,"ZCTA5 13076",177
"G13077","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13077",,,,,,,"86000US13077",,"ZCTA5 13077",860,"ZCTA5 13077",39
"G13078","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13078",,,,,,,"86000US13078",,"ZCTA5 13078",1266,"ZCTA5 13078",94
"G13080","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13080",,,,,,,"86000US13080",,"ZCTA5 13080",954,"ZCTA5 13080",119
"G13081","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13081",,,,,,,"86000US13081",,"ZCTA5 13081",883,"ZCTA5 13081",135
"G13082","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13082",,,,,,,"86000US13082",,"ZCTA5 13082",857,"ZCTA5 13082",101
"G13083","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13083",,,,,,,"86000US13083",,"ZCTA5 13083",774,"ZCTA5 13083",66
"G13084","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13084",,,,,,,"86000US13084",,"ZCTA5 13084",948,"ZCTA5 13084",145
"G13087","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13087",,,,,,,"86000US13087",,"ZCTA5 13087",745,"ZCTA5 13087",456
"G13088","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13088",,,,,,,"86000US13088",,"ZCTA5 13088",887,"ZCTA5 13088",19
"G13090","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13090",,,,,,,"86000US13090",,"ZCTA5 13090",1051,"ZCTA5 13090",35
"G13092","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13092",,,,,,,"86000US13092",,"ZCTA5 13092",756,"ZCTA5 13092",131
"G13101","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13101",,,,,,,"86000US13101",,"ZCTA5 13101",758,"ZCTA5 13101",75
"G13102","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13102",,,,,,,"86000US13102",,"ZCTA5 13102",.,"ZCTA5 13102",.
"G13103","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13103",,,,,,,"86000US13103",,"ZCTA5 13103",668,"ZCTA5 13103",388
"G13104","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13104",,,,,,,"86000US13104",,"ZCTA5 13104",1448,"ZCTA5 13104",114
"G13108","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13108",,,,,,,"86000US13108",,"ZCTA5 13108",1070,"ZCTA5 13108",79
"G13110","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13110",,,,,,,"86000US13110",,"ZCTA5 13110",1023,"ZCTA5 13110",95
"G13111","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13111",,,,,,,"86000US13111",,"ZCTA5 13111",673,"ZCTA5 13111",70
"G13112","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13112",,,,,,,"86000US13112",,"ZCTA5 13112",905,"ZCTA5 13112",203
"G13113","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13113",,,,,,,"86000US13113",,"ZCTA5 13113",875,"ZCTA5 13113",244
"G13114","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13114",,,,,,,"86000US13114",,"ZCTA5 13114",808,"ZCTA5 13114",64
"G13115","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13115",,,,,,,"86000US13115",,"ZCTA5 13115",1016,"ZCTA5 13115",440
"G13116","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13116",,,,,,,"86000US13116",,"ZCTA5 13116",950,"ZCTA5 13116",77
"G13117","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13117",,,,,,,"86000US13117",,"ZCTA5 13117",903,"ZCTA5 13117",260
"G13118","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13118",,,,,,,"86000US13118",,"ZCTA5 13118",777,"ZCTA5 13118",58
"G13120","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13120",,,,,,,"86000US13120",,"ZCTA5 13120",661,"ZCTA5 13120",79
"G13122","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13122",,,,,,,"86000US13122",,"ZCTA5 13122",1039,"ZCTA5 13122",173
"G13123","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13123",,,,,,,"86000US13123",,"ZCTA5 13123",1008,"ZCTA5 13123",852
"G13124","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13124",,,,,,,"86000US13124",,"ZCTA5 13124",725,"ZCTA5 13124",227
"G13126","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13126",,,,,,,"86000US13126",,"ZCTA5 13126",800,"ZCTA5 13126",26
"G13131","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13131",,,,,,,"86000US13131",,"ZCTA5 13131",886,"ZCTA5 13131",79
"G13132","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13132",,,,,,,"86000US13132",,"ZCTA5 13132",926,"ZCTA5 13132",90
"G13134","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13134",,,,,,,"86000US13134",,"ZCTA5 13134",870,"ZCTA5 13134",745
"G13135","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13135",,,,,,,"86000US13135",,"ZCTA5 13135",794,"ZCTA5 13135",71
"G13136","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13136",,,,,,,"86000US13136",,"ZCTA5 13136",568,"ZCTA5 13136",99
"G13138","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13138",,,,,,,"86000US13138",,"ZCTA5 13138",.,"ZCTA5 13138",.
"G13140","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13140",,,,,,,"86000US13140",,"ZCTA5 13140",771,"ZCTA5 13140",36
"G13141","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13141",,,,,,,"86000US13141",,"ZCTA5 13141",833,"ZCTA5 13141",134
"G13142","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13142",,,,,,,"86000US13142",,"ZCTA5 13142",768,"ZCTA5 13142",41
"G13143","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13143",,,,,,,"86000US13143",,"ZCTA5 13143",755,"ZCTA5 13143",154
"G13144","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13144",,,,,,,"86000US13144",,"ZCTA5 13144",758,"ZCTA5 13144",69
"G13145","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13145",,,,,,,"86000US13145",,"ZCTA5 13145",687,"ZCTA5 13145",131
"G13146","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13146",,,,,,,"86000US13146",,"ZCTA5 13146",676,"ZCTA5 13146",86
"G13147","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13147",,,,,,,"86000US13147",,"ZCTA5 13147",796,"ZCTA5 13147",54
"G13148","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13148",,,,,,,"86000US13148",,"ZCTA5 13148",806,"ZCTA5 13148",42
"G13152","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13152",,,,,,,"86000US13152",,"ZCTA5 13152",1199,"ZCTA5 13152",70
"G13153","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13153",,,,,,,"86000US13153",,"ZCTA5 13153",683,"ZCTA5 13153",266
"G13155","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13155",,,,,,,"86000US13155",,"ZCTA5 13155",613,"ZCTA5 13155",75
"G13156","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13156",,,,,,,"86000US13156",,"ZCTA5 13156",744,"ZCTA5 13156",107
"G13157","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13157",,,,,,,"86000US13157",,"ZCTA5 13157",805,"ZCTA5 13157",104
"G13158","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13158",,,,,,,"86000US13158",,"ZCTA5 13158",691,"ZCTA5 13158",63
"G13159","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13159",,,,,,,"86000US13159",,"ZCTA5 13159",1046,"ZCTA5 13159",80
"G13160","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13160",,,,,,,"86000US13160",,"ZCTA5 13160",799,"ZCTA5 13160",144
"G13162","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13162",,,,,,,"86000US13162",,"ZCTA5 13162",826,"ZCTA5 13162",229
"G13163","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13163",,,,,,,"86000US13163",,"ZCTA5 13163",1000,"ZCTA5 13163",484
"G13164","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13164",,,,,,,"86000US13164",,"ZCTA5 13164",1190,"ZCTA5 13164",147
"G13165","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13165",,,,,,,"86000US13165",,"ZCTA5 13165",778,"ZCTA5 13165",42
"G13166","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13166",,,,,,,"86000US13166",,"ZCTA5 13166",811,"ZCTA5 13166",58
"G13167","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13167",,,,,,,"86000US13167",,"ZCTA5 13167",971,"ZCTA5 13167",132
"G13202","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13202",,,,,,,"86000US13202",,"ZCTA5 13202",674,"ZCTA5 13202",89
"G13203","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13203",,,,,,,"86000US13203",,"ZCTA5 13203",737,"ZCTA5 13203",20
"G13204","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13204",,,,,,,"86000US13204",,"ZCTA5 13204",727,"ZCTA5 13204",23
"G13205","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13205",,,,,,,"86000US13205",,"ZCTA5 13205",735,"ZCTA5 13205",20
"G13206","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13206",,,,,,,"86000US13206",,"ZCTA5 13206",773,"ZCTA5 13206",35
"G13207","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13207",,,,,,,"86000US13207",,"ZCTA5 13207",870,"ZCTA5 13207",33
"G13208","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13208",,,,,,,"86000US13208",,"ZCTA5 13208",728,"ZCTA5 13208",20
"G13209","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13209",,,,,,,"86000US13209",,"ZCTA5 13209",779,"ZCTA5 13209",20
"G13210","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13210",,,,,,,"86000US13210",,"ZCTA5 13210",818,"ZCTA5 13210",38
"G13211","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13211",,,,,,,"86000US13211",,"ZCTA5 13211",831,"ZCTA5 13211",43
"G13212","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13212",,,,,,,"86000US13212",,"ZCTA5 13212",886,"ZCTA5 13212",25
"G13214","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13214",,,,,,,"86000US13214",,"ZCTA5 13214",1020,"ZCTA5 13214",129
"G13215","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13215",,,,,,,"86000US13215",,"ZCTA5 13215",1117,"ZCTA5 13215",80
"G13219","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"13219",,,,,,,"86000US13219",,"ZCTA5 13219",900,"ZCTA5 13219",54
