GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,AGQNE001,NAME_M,AGQNM001
"G90250","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90250",,,,,,,"86000US90250",,"ZCTA5 90250",1168,"ZCTA5 90250",17
"G90254","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90254",,,,,,,"86000US90254",,"ZCTA5 90254",2225,"ZCTA5 90254",98
"G90255","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90255",,,,,,,"86000US90255",,"ZCTA5 90255",1041,"ZCTA5 90255",22
"G90260","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90260",,,,,,,"86000US90260",,"ZCTA5 90260",1440,"ZCTA5 90260",45
"G90262","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90262",,,,,,,"86000US90262",,"ZCTA5 90262",1228,"ZCTA5 90262",37
"G90263","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90263",,,,,,,"86000US90263",,"ZCTA5 90263",.,"ZCTA5 90263",.
"G90265","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90265",,,,,,,"86000US90265",,"ZCTA5 90265",2844,"ZCTA5 90265",196
"G90266","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90266",,,,,,,"86000US90266",,"ZCTA5 90266",2650,"ZCTA5 90266",98
"G90270","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90270",,,,,,,"86000US90270",,"ZCTA5 90270",1026,"ZCTA5 90270",37
"G90272","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90272",,,,,,,"86000US90272",,"ZCTA5 90272",3115,"ZCTA5 90272",206
"G90274","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90274",,,,,,,"86000US90274",,"ZCTA5 90274",2979,"ZCTA5 90274",149
"G90275","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90275",,,,,,,"86000US90275",,"ZCTA5 90275",2304,"ZCTA5 90275",103
"G90277","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90277",,,,,,,"86000US90277",,"ZCTA5 90277",1991,"ZCTA5 90277",75
"G90278","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90278",,,,,,,"86000US90278",,"ZCTA5 90278",2007,"ZCTA5 90278",94
"G90280","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90280",,,,,,,"86000US90280",,"ZCTA5 90280",1174,"ZCTA5 90280",25
"G90290","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90290",,,,,,,"86000US90290",,"ZCTA5 90290",2436,"ZCTA5 90290",300
"G90291","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90291",,,,,,,"86000US90291",,"ZCTA5 90291",1947,"ZCTA5 90291",91
"G90292","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90292",,,,,,,"86000US90292",,"ZCTA5 90292",2505,"ZCTA5 90292",81
"G90293","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90293",,,,,,,"86000US90293",,"ZCTA5 90293",1977,"ZCTA5 90293",81
"G90301","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90301",,,,,,,"86000US90301",,"ZCTA5 90301",1161,"ZCTA5 90301",31
"G90302","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90302",,,,,,,"86000US90302",,"ZCTA5 90302",1218,"ZCTA5 90302",36
"G90303","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90303",,,,,,,"86000US90303",,"ZCTA5 90303",1232,"ZCTA5 90303",42
"G90304","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90304",,,,,,,"86000US90304",,"ZCTA5 90304",1095,"ZCTA5 90304",38
"G90305","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90305",,,,,,,"86000US90305",,"ZCTA5 90305",1612,"ZCTA5 90305",87
"G90401","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90401",,,,,,,"86000US90401",,"ZCTA5 90401",1694,"ZCTA5 90401",100
"G90402","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90402",,,,,,,"86000US90402",,"ZCTA5 90402",2363,"ZCTA5 90402",147
"G90403","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90403",,,,,,,"86000US90403",,"ZCTA5 90403",1854,"ZCTA5 90403",60
"G90404","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90404",,,,,,,"86000US90404",,"ZCTA5 90404",1550,"ZCTA5 90404",52
"G90405","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90405",,,,,,,"86000US90405",,"ZCTA5 90405",1752,"ZCTA5 90405",69
"G90501","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90501",,,,,,,"86000US90501",,"ZCTA5 90501",1390,"ZCTA5 90501",46
"G90502","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90502",,,,,,,"86000US90502",,"ZCTA5 90502",1407,"ZCTA5 90502",75
"G90503","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90503",,,,,,,"86000US90503",,"ZCTA5 90503",1672,"ZCTA5 90503",47
"G90504","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90504",,,,,,,"86000US90504",,"ZCTA5 90504",1479,"ZCTA5 90504",62
"G90505","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90505",,,,,,,"86000US90505",,"ZCTA5 90505",1703,"ZCTA5 90505",49
"G90506","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90506",,,,,,,"86000US90506",,"ZCTA5 90506",.,"ZCTA5 90506",.
"G90601","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90601",,,,,,,"86000US90601",,"ZCTA5 90601",1460,"ZCTA5 90601",62
"G90602","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90602",,,,,,,"86000US90602",,"ZCTA5 90602",1282,"ZCTA5 90602",52
"G90603","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90603",,,,,,,"86000US90603",,"ZCTA5 90603",1920,"ZCTA5 90603",79
"G90604","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90604",,,,,,,"86000US90604",,"ZCTA5 90604",1469,"ZCTA5 90604",52
"G90605","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90605",,,,,,,"86000US90605",,"ZCTA5 90605",1559,"ZCTA5 90605",55
"G90606","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90606",,,,,,,"86000US90606",,"ZCTA5 90606",1410,"ZCTA5 90606",56
"G90620","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90620",,,,,,,"86000US90620",,"ZCTA5 90620",1746,"ZCTA5 90620",58
"G90621","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90621",,,,,,,"86000US90621",,"ZCTA5 90621",1418,"ZCTA5 90621",33
"G90623","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90623",,,,,,,"86000US90623",,"ZCTA5 90623",1600,"ZCTA5 90623",93
"G90630","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90630",,,,,,,"86000US90630",,"ZCTA5 90630",1786,"ZCTA5 90630",57
"G90631","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90631",,,,,,,"86000US90631",,"ZCTA5 90631",1445,"ZCTA5 90631",28
"G90638","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90638",,,,,,,"86000US90638",,"ZCTA5 90638",1679,"ZCTA5 90638",58
"G90640","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90640",,,,,,,"86000US90640",,"ZCTA5 90640",1204,"ZCTA5 90640",26
"G90650","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90650",,,,,,,"86000US90650",,"ZCTA5 90650",1511,"ZCTA5 90650",35
"G90660","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90660",,,,,,,"86000US90660",,"ZCTA5 90660",1368,"ZCTA5 90660",44
"G90670","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90670",,,,,,,"86000US90670",,"ZCTA5 90670",1496,"ZCTA5 90670",74
"G90680","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90680",,,,,,,"86000US90680",,"ZCTA5 90680",1352,"ZCTA5 90680",35
"G90701","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90701",,,,,,,"86000US90701",,"ZCTA5 90701",1365,"ZCTA5 90701",65
"G90703","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90703",,,,,,,"86000US90703",,"ZCTA5 90703",1925,"ZCTA5 90703",75
"G90704","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90704",,,,,,,"86000US90704",,"ZCTA5 90704",1426,"ZCTA5 90704",131
"G90706","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90706",,,,,,,"86000US90706",,"ZCTA5 90706",1272,"ZCTA5 90706",28
"G90710","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90710",,,,,,,"86000US90710",,"ZCTA5 90710",1268,"ZCTA5 90710",73
"G90712","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90712",,,,,,,"86000US90712",,"ZCTA5 90712",1747,"ZCTA5 90712",62
"G90713","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90713",,,,,,,"86000US90713",,"ZCTA5 90713",1843,"ZCTA5 90713",82
"G90715","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90715",,,,,,,"86000US90715",,"ZCTA5 90715",1563,"ZCTA5 90715",85
"G90716","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90716",,,,,,,"86000US90716",,"ZCTA5 90716",1190,"ZCTA5 90716",68
"G90717","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90717",,,,,,,"86000US90717",,"ZCTA5 90717",1379,"ZCTA5 90717",71
"G90720","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90720",,,,,,,"86000US90720",,"ZCTA5 90720",1788,"ZCTA5 90720",108
"G90723","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90723",,,,,,,"86000US90723",,"ZCTA5 90723",1242,"ZCTA5 90723",28
"G90731","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90731",,,,,,,"86000US90731",,"ZCTA5 90731",1261,"ZCTA5 90731",38
"G90732","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90732",,,,,,,"86000US90732",,"ZCTA5 90732",1840,"ZCTA5 90732",78
"G90740","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90740",,,,,,,"86000US90740",,"ZCTA5 90740",791,"ZCTA5 90740",58
"G90742","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90742",,,,,,,"86000US90742",,"ZCTA5 90742",2315,"ZCTA5 90742",682
"G90743","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90743",,,,,,,"86000US90743",,"ZCTA5 90743",2205,"ZCTA5 90743",1361
"G90744","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90744",,,,,,,"86000US90744",,"ZCTA5 90744",1121,"ZCTA5 90744",26
"G90745","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90745",,,,,,,"86000US90745",,"ZCTA5 90745",1529,"ZCTA5 90745",58
"G90746","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90746",,,,,,,"86000US90746",,"ZCTA5 90746",1738,"ZCTA5 90746",84
"G90747","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90747",,,,,,,"86000US90747",,"ZCTA5 90747",.,"ZCTA5 90747",.
"G90755","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90755",,,,,,,"86000US90755",,"ZCTA5 90755",1530,"ZCTA5 90755",106
"G90802","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90802",,,,,,,"86000US90802",,"ZCTA5 90802",1154,"ZCTA5 90802",28
"G90803","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90803",,,,,,,"86000US90803",,"ZCTA5 90803",1565,"ZCTA5 90803",56
"G90804","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90804",,,,,,,"86000US90804",,"ZCTA5 90804",1222,"ZCTA5 90804",28
"G90805","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90805",,,,,,,"86000US90805",,"ZCTA5 90805",1205,"ZCTA5 90805",23
"G90806","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90806",,,,,,,"86000US90806",,"ZCTA5 90806",1168,"ZCTA5 90806",28
"G90807","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90807",,,,,,,"86000US90807",,"ZCTA5 90807",1507,"ZCTA5 90807",67
"G90808","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90808",,,,,,,"86000US90808",,"ZCTA5 90808",1862,"ZCTA5 90808",89
"G90810","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90810",,,,,,,"86000US90810",,"ZCTA5 90810",1251,"ZCTA5 90810",48
"G90813","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90813",,,,,,,"86000US90813",,"ZCTA5 90813",998,"ZCTA5 90813",17
"G90814","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90814",,,,,,,"86000US90814",,"ZCTA5 90814",1353,"ZCTA5 90814",51
"G90815","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90815",,,,,,,"86000US90815",,"ZCTA5 90815",1788,"ZCTA5 90815",63
"G90822","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90822",,,,,,,"86000US90822",,"ZCTA5 90822",.,"ZCTA5 90822",.
"G90831","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"90831",,,,,,,"86000US90831",,"ZCTA5 90831",.,"ZCTA5 90831",.
"G91001","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91001",,,,,,,"86000US91001",,"ZCTA5 91001",1798,"ZCTA5 91001",84
"G91006","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91006",,,,,,,"86000US91006",,"ZCTA5 91006",1894,"ZCTA5 91006",119
"G91007","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91007",,,,,,,"86000US91007",,"ZCTA5 91007",1540,"ZCTA5 91007",74
"G91008","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91008",,,,,,,"86000US91008",,"ZCTA5 91008",2542,"ZCTA5 91008",385
"G91010","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91010",,,,,,,"86000US91010",,"ZCTA5 91010",1482,"ZCTA5 91010",68
"G91011","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91011",,,,,,,"86000US91011",,"ZCTA5 91011",3301,"ZCTA5 91011",289
"G91016","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91016",,,,,,,"86000US91016",,"ZCTA5 91016",1459,"ZCTA5 91016",42
"G91020","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91020",,,,,,,"86000US91020",,"ZCTA5 91020",1437,"ZCTA5 91020",90
"G91024","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91024",,,,,,,"86000US91024",,"ZCTA5 91024",1859,"ZCTA5 91024",151
"G91030","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91030",,,,,,,"86000US91030",,"ZCTA5 91030",1598,"ZCTA5 91030",56
"G91040","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91040",,,,,,,"86000US91040",,"ZCTA5 91040",1714,"ZCTA5 91040",118
"G91042","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91042",,,,,,,"86000US91042",,"ZCTA5 91042",1472,"ZCTA5 91042",75
"G91046","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91046",,,,,,,"86000US91046",,"ZCTA5 91046",1061,"ZCTA5 91046",107
"G91101","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91101",,,,,,,"86000US91101",,"ZCTA5 91101",1476,"ZCTA5 91101",47
"G91103","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91103",,,,,,,"86000US91103",,"ZCTA5 91103",1483,"ZCTA5 91103",61
"G91104","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91104",,,,,,,"86000US91104",,"ZCTA5 91104",1550,"ZCTA5 91104",90
"G91105","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91105",,,,,,,"86000US91105",,"ZCTA5 91105",2213,"ZCTA5 91105",107
"G91106","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91106",,,,,,,"86000US91106",,"ZCTA5 91106",1636,"ZCTA5 91106",63
"G91107","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91107",,,,,,,"86000US91107",,"ZCTA5 91107",1699,"ZCTA5 91107",78
"G91108","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91108",,,,,,,"86000US91108",,"ZCTA5 91108",3242,"ZCTA5 91108",207
"G91201","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91201",,,,,,,"86000US91201",,"ZCTA5 91201",1433,"ZCTA5 91201",51
"G91202","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91202",,,,,,,"86000US91202",,"ZCTA5 91202",1644,"ZCTA5 91202",58
"G91203","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91203",,,,,,,"86000US91203",,"ZCTA5 91203",1420,"ZCTA5 91203",48
"G91204","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91204",,,,,,,"86000US91204",,"ZCTA5 91204",1243,"ZCTA5 91204",42
"G91205","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91205",,,,,,,"86000US91205",,"ZCTA5 91205",1291,"ZCTA5 91205",25
"G91206","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91206",,,,,,,"86000US91206",,"ZCTA5 91206",1449,"ZCTA5 91206",45
"G91207","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91207",,,,,,,"86000US91207",,"ZCTA5 91207",1685,"ZCTA5 91207",92
"G91208","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91208",,,,,,,"86000US91208",,"ZCTA5 91208",2475,"ZCTA5 91208",224
"G91210","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91210",,,,,,,"86000US91210",,"ZCTA5 91210",2984,"ZCTA5 91210",499
"G91214","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91214",,,,,,,"86000US91214",,"ZCTA5 91214",2019,"ZCTA5 91214",102
"G91301","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91301",,,,,,,"86000US91301",,"ZCTA5 91301",2358,"ZCTA5 91301",99
"G91302","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91302",,,,,,,"86000US91302",,"ZCTA5 91302",2889,"ZCTA5 91302",153
"G91303","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91303",,,,,,,"86000US91303",,"ZCTA5 91303",1364,"ZCTA5 91303",33
"G91304","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91304",,,,,,,"86000US91304",,"ZCTA5 91304",1474,"ZCTA5 91304",52
"G91306","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91306",,,,,,,"86000US91306",,"ZCTA5 91306",1617,"ZCTA5 91306",67
"G91307","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91307",,,,,,,"86000US91307",,"ZCTA5 91307",2443,"ZCTA5 91307",116
"G91311","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91311",,,,,,,"86000US91311",,"ZCTA5 91311",1892,"ZCTA5 91311",66
"G91316","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91316",,,,,,,"86000US91316",,"ZCTA5 91316",1615,"ZCTA5 91316",60
"G91320","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91320",,,,,,,"86000US91320",,"ZCTA5 91320",2233,"ZCTA5 91320",76
"G91321","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91321",,,,,,,"86000US91321",,"ZCTA5 91321",1499,"ZCTA5 91321",56
"G91324","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91324",,,,,,,"86000US91324",,"ZCTA5 91324",1747,"ZCTA5 91324",84
"G91325","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91325",,,,,,,"86000US91325",,"ZCTA5 91325",1552,"ZCTA5 91325",65
"G91326","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91326",,,,,,,"86000US91326",,"ZCTA5 91326",2463,"ZCTA5 91326",108
"G91330","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91330",,,,,,,"86000US91330",,"ZCTA5 91330",.,"ZCTA5 91330",.
"G91331","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91331",,,,,,,"86000US91331",,"ZCTA5 91331",1521,"ZCTA5 91331",39
"G91335","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91335",,,,,,,"86000US91335",,"ZCTA5 91335",1486,"ZCTA5 91335",41
"G91340","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91340",,,,,,,"86000US91340",,"ZCTA5 91340",1383,"ZCTA5 91340",60
"G91342","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91342",,,,,,,"86000US91342",,"ZCTA5 91342",1664,"ZCTA5 91342",41
"G91343","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91343",,,,,,,"86000US91343",,"ZCTA5 91343",1444,"ZCTA5 91343",34
"G91344","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91344",,,,,,,"86000US91344",,"ZCTA5 91344",2078,"ZCTA5 91344",58
"G91345","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91345",,,,,,,"86000US91345",,"ZCTA5 91345",1704,"ZCTA5 91345",80
"G91350","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91350",,,,,,,"86000US91350",,"ZCTA5 91350",2193,"ZCTA5 91350",51
"G91351","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91351",,,,,,,"86000US91351",,"ZCTA5 91351",1666,"ZCTA5 91351",42
"G91352","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91352",,,,,,,"86000US91352",,"ZCTA5 91352",1429,"ZCTA5 91352",43
"G91354","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91354",,,,,,,"86000US91354",,"ZCTA5 91354",2392,"ZCTA5 91354",57
"G91355","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91355",,,,,,,"86000US91355",,"ZCTA5 91355",1874,"ZCTA5 91355",40
"G91356","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91356",,,,,,,"86000US91356",,"ZCTA5 91356",1786,"ZCTA5 91356",68
"G91360","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91360",,,,,,,"86000US91360",,"ZCTA5 91360",1989,"ZCTA5 91360",81
"G91361","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91361",,,,,,,"86000US91361",,"ZCTA5 91361",2277,"ZCTA5 91361",118
"G91362","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91362",,,,,,,"86000US91362",,"ZCTA5 91362",2313,"ZCTA5 91362",82
"G91364","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91364",,,,,,,"86000US91364",,"ZCTA5 91364",2459,"ZCTA5 91364",114
"G91367","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91367",,,,,,,"86000US91367",,"ZCTA5 91367",1972,"ZCTA5 91367",53
"G91371","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91371",,,,,,,"86000US91371",,"ZCTA5 91371",.,"ZCTA5 91371",.
"G91377","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91377",,,,,,,"86000US91377",,"ZCTA5 91377",2410,"ZCTA5 91377",127
"G91381","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91381",,,,,,,"86000US91381",,"ZCTA5 91381",2661,"ZCTA5 91381",121
"G91384","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91384",,,,,,,"86000US91384",,"ZCTA5 91384",2087,"ZCTA5 91384",64
"G91387","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91387",,,,,,,"86000US91387",,"ZCTA5 91387",1922,"ZCTA5 91387",40
"G91390","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91390",,,,,,,"86000US91390",,"ZCTA5 91390",2403,"ZCTA5 91390",94
"G91401","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91401",,,,,,,"86000US91401",,"ZCTA5 91401",1378,"ZCTA5 91401",35
"G91402","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91402",,,,,,,"86000US91402",,"ZCTA5 91402",1242,"ZCTA5 91402",19
"G91403","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91403",,,,,,,"86000US91403",,"ZCTA5 91403",1816,"ZCTA5 91403",70
"G91405","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91405",,,,,,,"86000US91405",,"ZCTA5 91405",1173,"ZCTA5 91405",22
"G91406","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91406",,,,,,,"86000US91406",,"ZCTA5 91406",1348,"ZCTA5 91406",37
"G91411","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91411",,,,,,,"86000US91411",,"ZCTA5 91411",1320,"ZCTA5 91411",45
"G91423","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91423",,,,,,,"86000US91423",,"ZCTA5 91423",1774,"ZCTA5 91423",55
"G91436","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91436",,,,,,,"86000US91436",,"ZCTA5 91436",2788,"ZCTA5 91436",165
"G91501","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91501",,,,,,,"86000US91501",,"ZCTA5 91501",1598,"ZCTA5 91501",65
"G91502","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91502",,,,,,,"86000US91502",,"ZCTA5 91502",1300,"ZCTA5 91502",76
"G91504","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91504",,,,,,,"86000US91504",,"ZCTA5 91504",1674,"ZCTA5 91504",74
"G91505","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"91505",,,,,,,"86000US91505",,"ZCTA5 91505",1724,"ZCTA5 91505",48
