ZCTA5A,2007-2011,2008-2012,2009-2013,2010-2014,2011-2015,2012-2016,2013-2017,2014-2018,2015-2019,2016-2020,2017-2021,2018-2022,2019-2023,2020-2024
46409,4.170094325034792,4.127301841473178,4.134464969212847,4.088151019720209,3.921558618342692,3.8819281155525696,3.893675684990522,3.8540372670807455,3.838364338364338,3.8265563152213034,4.106884747052111,4.2378119001919385,4.280180518992102,4.358206142830224
46410,4.611516414799374,4.573027528871348,4.517737358101135,4.505980510380341,4.391629395057295,4.420835498960499,4.530220484553262,4.524901007629656,4.578478497724796,4.563010228019143,4.644883454797326,4.676783314833207,4.667832268050102,4.603146509341199
46532,3.891699092088197,3.999372647427855,4.130128205128205,4.058132706987669,3.786802030456853,3.834190231362468,3.566576086956522,3.413544668587896,3.4526143790849675,3.653571428571429,3.8672237697307335,4.042931937172775,4.385338345864661,4.532173913043478
46534,3.8090518665345225,3.748297801093872,3.749521342493524,3.755852842809365,3.608906882591093,3.6154635648306535,3.725199675888413,3.731050767414404,3.6966332378223496,3.6774358974358976,3.7211099847947287,3.845861084681256,3.844805864162181,3.8836147877681424
46552,3.902120408936009,3.954545454545455,3.894332723948812,3.9303184937532993,3.8318257338009967,3.841242937853107,3.895095367847412,3.903391768292683,3.835764349308581,3.9042152803914183,3.949482895783612,4.000190730497806,3.897779479326186,3.9661702518845376
46554,4.22489851150203,4.050577240241891,3.989690721649485,3.922823886639676,3.6807923771313935,3.70823998008464,3.618546845124283,3.633977216443784,3.69177744953225,3.6617271333673993,3.71570796460177,4.009967751392553,4.206964335860714,4.451047947171978
46574,3.988890704133312,3.935333010804709,3.847049689440994,3.886277001270648,3.7201057378323754,3.807461594732992,3.7027103732084576,3.848052128102038,3.8191313908741065,3.839597596758418,3.8588593155893536,4.0127719962157045,3.957773208919817,4.054459951456311
47917,3.548888888888889,3.2375690607734806,3.198529411764706,3.501187648456057,3.5028248587570623,3.49375,3.403409090909091,3.6731843575419,4.012345679012346,3.852201257861635,4.096045197740113,3.972049689440994,3.9444444444444446,3.867924528301887
47922,3.658578856152513,3.754042553191489,3.658291457286432,3.686192468619247,3.5,3.370141342756184,3.323348017621145,3.4456521739130435,3.3899317406143346,3.5030198446937013,3.769299820466786,3.866336633663366,4.065955383123181,4.059475806451613
47942,3.818035426731079,4.036020583190394,4.021702838063439,3.87800963081862,3.40224358974359,3.321428571428572,3.183246073298429,3.0945017182130585,2.867394695787832,3.146086956521739,3.5292153589315527,3.80184331797235,3.803680981595092,4.322742474916388
47943,4.229845626072041,4.402337228714524,4.493174061433447,4.446107784431137,4.298648648648649,3.958776595744681,3.6503164556962022,3.701298701298701,4.265116279069767,4.387978142076503,5.011824324324325,5.088418430884184,4.967605633802817,4.928915662650603
